objectid,stopname,trapezestopabbr,stopid,latitude,longitude,atstreet,onstreet,shelter,insert_timestamp,sde_id,signupid,supervisor_district,shape,data_as_of,data_loaded_at,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,rucusstopabbr,position,orientation,serviceplanningstoptype,accessibilitymask,stop_lat,stop_lon,GEOID
79257,Polk St&Union St NE-FS/BZ,POLKUNI1,6003,37.799009999999996,-122.42233,UNION ST,POLK ST,0,1739804614000,16050957,148,3,"{'type': 'Point', 'coordinates': [-122.42233, 37.79901]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,32,107,107,POLKUNIN,FS,NE,BZ,,37.799009999999996,-122.42233,060750109022
77026,Geary Blvd&Arguello Blvd SE-FS/BZ,GEARARG1,4288,37.781152999999996,-122.458692,ARGUELLO BLVD,GEARY BLVD,0,1739804614000,16047147,148,2,"{'type': 'Point', 'coordinates': [-122.458692, 37.781153]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,18,12,12,GEARARGL,FS,SE,BZ,,37.781152999999996,-122.458692,060750156003
77881,Mission St&Italy Ave W-MB/BZ,MISSITA1,5598,37.71915,-122.439087,ITALY AVE,MISSION ST,0,1739804614000,16051100,148,11,"{'type': 'Point', 'coordinates': [-122.439087, 37.71915]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,1,28,80,80,MISSITAL,MB,WE,BZ,,37.71915,-122.439087,060750261001
76806,Executive Park W-MB/SB,EXECPAR1,4575,37.709831,-122.392893,,THOMAS MELLON CIR,0,1739804614000,16046861,148,10,"{'type': 'Point', 'coordinates': [-122.392893, 37.709831]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,79,79,EXECPARK,MB,WE,,,37.709831,-122.392893,060750610003
79066,Mission St&7th St W-FS/BZ,MISS 7S0,5539,37.77897,-122.41135,7TH ST,MISSION ST,1,1739804614000,16050694,148,6,"{'type': 'Point', 'coordinates': [-122.41135, 37.77897]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,34,32,32,MISS 7ST,FS,WE,BZ,1,37.77897,-122.41135,060750176041
78393,Quintara St&41st Ave SW-NS,QUIN41A1,6163,37.74754,-122.49981,41ST AVE,QUINTARA ST,0,1739804614000,16051636,148,4,"{'type': 'Point', 'coordinates': [-122.49981, 37.74754]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,7,35,39,39,QUIN41AV,NS,SW,,,37.74754,-122.49981,060750353006
78777,South Hill Blvd&Rolph St E-NS/PS,SOHLRLP0,6471,37.711234,-122.431771,ROLPH ST,SOUTH HILL BLVD,0,1739804614000,16050417,148,11,"{'type': 'Point', 'coordinates': [-122.431771, 37.711234]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,1,7,58,58,SOHLRLPH,NS,EA,,,37.711234,-122.431771,060750263023
78874,Ripley St&Folsom St NE-NS/SB,RIPLFOL0,6210,37.74418,-122.41315,FOLSOM ST,RIPLEY ST,0,1739804614000,16050506,148,9,"{'type': 'Point', 'coordinates': [-122.41315, 37.74418]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,2,2,83,83,RIPLFOLS,NS,NE,,,37.74418,-122.41315,060750252002
79150,Sunnydale Ave&Schwerin St SW-NS,SUNYSHW0,6582,37.710589999999996,-122.4115,SCHWERIN ST,SUNNYDALE AVE,0,1739804614000,16052342,148,10,"{'type': 'Point', 'coordinates': [-122.4115, 37.71059]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,9,40,75,75,SUNYSHWN,NS,SW,,,37.710589999999996,-122.4115,060750264042
77994,Sloat Blvd&Skyline Blvd SW-NS/BZ,SLOASKY1,6461,37.733666,-122.49699799999999,SKYLINE BLVD,SLOAT BLVD,0,1739804614000,16052762,148,7,"{'type': 'Point', 'coordinates': [-122.496998, 37.733666]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,16,43,43,SLOASKYL,NS,SW,BZ,,37.733666,-122.49699799999999,060750604002
78604,19th Ave&Winston Dr NE-FS/SB,19AVWIN1,3402,37.72719,-122.47468,WINSTON DR,19TH AVE,0,1739804614000,16051821,148,7,"{'type': 'Point', 'coordinates': [-122.47468, 37.72719]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,41,41,41,19AVWINS,FS,NE,FL,,37.72719,-122.47468,060750309006
77741,4TH STREET & KING STREET SE-NS,4STKNG0,7405,37.776250999999995,-122.393933,BERRY ST,04TH ST,0,1739804614000,16050017,148,6,"{'type': 'Point', 'coordinates': [-122.393933, 37.776251]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,4,34,34,,,,,,37.776250999999995,-122.393933,060750607032
78142,3rd St&Evans Ave SW-FS/SI,3ST EVA1,7365,37.742726999999995,-122.388034,EVANS AVE,3RD ST,0,1739804614000,16054439,148,10,"{'type': 'Point', 'coordinates': [-122.388034, 37.742727]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,86,86,3ST EVA1,FS,SW,SI,,37.742726999999995,-122.388034,060759809001
78674,Transit Center Bay 29 S-MB/SI,TBAY B29,7948,37.789989999999996,-122.39605,MISSION ST,FREMONT ST,0,1739804614000,16056461,148,6,"{'type': 'Point', 'coordinates': [-122.39605, 37.78999]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,8,32,32,,,,,,37.789989999999996,-122.39605,060750615011
77137,Felton St&Cambridge St NW-FS,FELTCAM0,4583,37.726400000000005,-122.41874,CAMBRIDGE ST,FELTON ST,0,1739804614000,16047480,148,11,"{'type': 'Point', 'coordinates': [-122.41874, 37.7264]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,2,7,92,92,FELTCAMB,FS,NW,FL,,37.726400000000005,-122.41874,060750256002
77495,Monterey Blvd&Valdez Ave SW-NS/SB,MTRYVLD1,5445,37.731266999999995,-122.455832,VALDEZ AVE,MONTEREY BLVD,0,1739804614000,16049046,148,7,"{'type': 'Point', 'coordinates': [-122.455832, 37.731267]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,8,41,71,71,MTRYVLDZ,NS,SW,,,37.731266999999995,-122.455832,060750310002
76938,Lawton St&Funston Ave SE-FS/PS,LAWTFUN1,4859,37.7582,-122.47003,FUNSTON AVE,LAWTON ST,0,1739804614000,16047220,148,7,"{'type': 'Point', 'coordinates': [-122.47003, 37.7582]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,14,44,44,LAWTFUNS,FS,SE,FL,,37.7582,-122.47003,060750303014
76366,Van Ness Ave&Eddy St NS-S/SI,V N EDD3,8090,37.782854,-122.420785,EDDY ST,VAN NESS AVE,0,1739804614000,16045608,148,5,"{'type': 'Point', 'coordinates': [-122.420785, 37.782854]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,10,36,20,20,,,,,,37.782854,-122.420785,060750124062
78664,Mission St&24th St NE-FS/BB,MISS24S1,5565,37.752356,-122.418401,24TH ST,MISSION ST,0,1739804614000,16054931,148,9,"{'type': 'Point', 'coordinates': [-122.418401, 37.752356]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,MISS24ST,FS,NE,BZ,,37.752356,-122.418401,060750209001
79351,Sunnydale Ave&Garrison Ave SW-NS,SUNYGAR0,6573,37.710981,-122.41302400000001,ARGONAUT AVE,GARRISON AVE,0,1739804614000,16051008,148,10,"{'type': 'Point', 'coordinates': [-122.413024, 37.710981]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,9,40,75,75,SUNYGARR,NS,SW,,,37.710981,-122.41302400000001,060750264041
78651,Hyde St&Pacific Ave SW-FS,HYDEPAC1,5083,37.795353999999996,-122.418361,PACIFIC AVE,HYDE ST,0,1739804614000,16054894,148,3,"{'type': 'Point', 'coordinates': [-122.418361, 37.795354]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,32,16,16,HYDEPACF,FS,SW,,,37.795353999999996,-122.418361,060750110023
77397,Powell Station Inbound,POWL ST1,5417,37.784653,-122.40708599999999,ELLIS ST,MARKET ST,0,1739804614000,16048742,148,6,"{'type': 'Point', 'coordinates': [-122.407086, 37.784653]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,5,10,34,32,32,POWL STA,,,,,37.784653,-122.40708599999999,060750176023
76400,Ashbury St&Clifford Ter E-FS/PS,ASHBCLI1,3656,37.764281,-122.44594599999999,CLIFFORD TER,ASHBURY ST,0,1739804614000,16045748,148,8,"{'type': 'Point', 'coordinates': [-122.445946, 37.764281]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,5,3,112,112,ASHBCLIF,FS,EA,,,37.764281,-122.44594599999999,060750171012
78999,Laguna St&Chestnut St SE-NS/PS,LGNACHE1,5258,37.80135,-122.43123,CHESTNUT ST,LAGUNA ST,0,1739804614000,16050689,148,2,"{'type': 'Point', 'coordinates': [-122.43123, 37.80135]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,13,17,17,LGNACHES,NS,SE,FL,,37.80135,-122.43123,060750129022
78408,Powell St&Sutter St SW-FS,POWLSUT1,6076,37.789061,-122.408642,SUTTER ST,POWELL ST,0,1739804614000,16053198,148,3,"{'type': 'Point', 'coordinates': [-122.408642, 37.789061]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,21,19,19,POWLSUTT,FS,SW,,,37.789061,-122.408642,060750121001
76448,Bosworth St&Diamond St SE-FS/BZ,BOSWDIA0,3696,37.733488,-122.43408,DIAMOND ST,BOSWORTH ST,0,1739804614000,16045911,148,8,"{'type': 'Point', 'coordinates': [-122.43408, 37.733488]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,5,41,96,96,BOSWDIAM,FS,SE,BZ,,37.733488,-122.43408,060750218004
76926,Folsom St&Crescent Ave NW-NS/PS,FOLSCRE1,4690,37.734829999999995,-122.41372,CRESCENT AVE,FOLSOM ST,0,1739804614000,16047201,148,9,"{'type': 'Point', 'coordinates': [-122.41372, 37.73483]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,2,2,83,83,FOLSCRES,NS,NW,,,37.734829999999995,-122.41372,060750254022
79036,Sawyer St&Visitacion Ave NE-NS/PS,SAWYVIS1,7333,37.713345,-122.414443,VISITACION AVE,SAWYER ST,0,1739804614000,16053744,148,10,"{'type': 'Point', 'coordinates': [-122.414443, 37.713345]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,9,40,75,75,,,,,,37.713345,-122.414443,060750264011
76255,24th St&Dolores St NW-FS/BZ,24STDLR0,3466,37.751903,-122.425311,DOLORES ST,24TH ST,0,1739804614000,16044922,148,8,"{'type': 'Point', 'coordinates': [-122.425311, 37.751903]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,5,22,52,52,24STDLRS,FS,NW,BZ,,37.751903,-122.425311,060750211002
76511,19th Ave&Winston Dr NW-NS/SI,19AVWINO,3403,37.727017,-122.474937,WINSTON DR,19TH AVE,1,1739804614000,16045711,148,7,"{'type': 'Point', 'coordinates': [-122.474937, 37.727017]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,16,41,41,19AVWINS,NS,NW,FL,,37.727017,-122.474937,060750309006
79079,Reddy St&Thornton Ave SE-NS,REDYTHR0,6184,37.730979999999995,-122.39504,THORNTON AVE,REDDY ST,0,1739804614000,16052244,148,10,"{'type': 'Point', 'coordinates': [-122.39504, 37.73098]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,87,87,REDYTHRN,NS,SE,FL,,37.730979999999995,-122.39504,060750230031
78731,Junipero Serra Blvd&Ocean Ave NW-NS/SB,J.S.OCE0,5139,37.731238,-122.471858,OCEAN AVE,JUNIPERO SERRA BLVD,0,1739804614000,16053401,148,7,"{'type': 'Point', 'coordinates': [-122.471858, 37.731238]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,41,62,62,J.S.OCEN,NS,NW,BZ,,37.731238,-122.471858,060750309005
76223,Broderick St&Jefferson St SE-NS/PS,BDRKJEF0,3076,37.804342999999996,-122.44536,JEFFERSON ST,BRODERICK ST,0,1739804614000,16044767,148,2,"{'type': 'Point', 'coordinates': [-122.44536, 37.804343]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,13,17,17,BDRKJEFF,NS,SE,,,37.804342999999996,-122.44536,060750127001
78129,Hyde St&Lombard St SE-NS,HYDELOM0,5077,37.801912,-122.419562,LOMBARD ST,HYDE ST,0,1739804614000,16054381,148,3,"{'type': 'Point', 'coordinates': [-122.419562, 37.801912]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,6,32,107,107,HYDELOMB,MI,EA,,,37.801912,-122.419562,060750102011
76749,Clayton St&Corbett Ave SE-FS/BZ,CLTNCRB0,4076,37.758668,-122.445866,CORBETT AVE,CLAYTON ST,0,1739804614000,16046329,148,8,"{'type': 'Point', 'coordinates': [-122.445866, 37.758668]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,5,5,47,47,CLTNCRBT,FS,SE,BZ,,37.758668,-122.445866,060750204012
77838,Revere Ave&Lane St E-NS,RVRELAN1,6253,37.731649999999995,-122.39004,LANE ST,REVERE AVE,0,1739804614000,16055636,148,10,"{'type': 'Point', 'coordinates': [-122.39004, 37.73165]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,86,86,RVRELANE,NS,EA,FL,,37.731649999999995,-122.39004,060750232003
77139,Fulton St&8TH Ave NW-FS/BZ,FULT 8A0,4734,37.773469999999996,-122.466049,8TH AVE,FULTON ST,0,1739804614000,16047487,148,1,"{'type': 'Point', 'coordinates': [-122.466049, 37.77347]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,11,5,5,FULT 8AV,FS,NW,BZ,,37.773469999999996,-122.466049,060750452022
77490,Mission St&Beale St W-FS/BZ,MISSBEA0,5579,37.791143999999996,-122.395916,BEALE ST,MISSION ST,0,1739804614000,16049036,148,6,"{'type': 'Point', 'coordinates': [-122.395916, 37.791144]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,8,108,108,MISSBEAL,FS,WE,BZ,1,37.791143999999996,-122.395916,060750615011
78198,Taraval St&40th Ave NE-NS/SI,TARA40A0,6632,37.742124,-122.498055,40TH AVE,TARAVAL ST,0,1739804614000,16051442,148,4,"{'type': 'Point', 'coordinates': [-122.498055, 37.742124]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,7,35,39,39,TARA40AV,NS,NE,,,37.742124,-122.498055,060750353002
76300,14th Ave&Santiago St SE-NS/PS,14AVSNTG,3248,37.74503,-122.47030000000001,SANTIAGO ST,14TH AVE,0,1739804614000,16045441,148,7,"{'type': 'Point', 'coordinates': [-122.4703, 37.74503]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,41,44,44,14AVSNTG,NS,SE,FL,,37.74503,-122.47030000000001,060750304002
78926,Powell St&Bay St SE-NS/PS,POWLBAY1,6045,37.805738,-122.411833,BAY ST,POWELL ST,0,1739804614000,16053622,148,3,"{'type': 'Point', 'coordinates': [-122.411833, 37.805738]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,23,106,106,POWLBAY,NS,SE,,,37.805738,-122.411833,060750101012
78093,3rd St&Evans Ave SW-FS/SB,.3STEVA0,3123,37.742439999999995,-122.38815,EVANS AVE,03RD ST,1,1739804614000,16051357,148,10,"{'type': 'Point', 'coordinates': [-122.38815, 37.74244]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,86,86,3STEVAN,FS,SW,BZ,,37.742439999999995,-122.38815,060759809001
77999,Blanken Ave&Peninsula Ave NE-NS/PS,BLKNPEN1,7011,37.711619999999996,-122.39896,PENINSULA AVE,BLANKEN AVE,0,1739804614000,16052772,148,10,"{'type': 'Point', 'coordinates': [-122.39896, 37.71162]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,89,89,BLKNPENI,NS,SE,,,37.711619999999996,-122.39896,060750610001
77313,Lombard St&Lyon St SE-FS/SB,LOMBLYO0,5283,37.798418,-122.447137,LYON ST,LOMBARD ST,0,1739804614000,16048472,148,2,"{'type': 'Point', 'coordinates': [-122.447137, 37.798418]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,13,14,14,LOMBLYON,FS,SE,,,37.798418,-122.447137,060750128012
77378,McAllister St&Laguna St NW-FS/BZ,MCALLGN0,5398,37.779303999999996,-122.42717,LAGUNA ST,MCALLISTER ST,0,1739804614000,16048667,148,5,"{'type': 'Point', 'coordinates': [-122.42717, 37.779304]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,11,39,97,97,MCALLGNA,FS,NW,BZ,,37.779303999999996,-122.42717,060750161022
78084,Roosevelt Way&Clifford Ter E-MB/PS,RSVTCLIF,6236,37.763729999999995,-122.44291,CLIFFORD TER,ROOSEVELT WAY,0,1739804614000,16051319,148,8,"{'type': 'Point', 'coordinates': [-122.44291, 37.76373]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,5,5,112,112,RSVTCLIF,MB,EA,,,37.763729999999995,-122.44291,060750170003
77012,Diamond St&Conrad St SE-FS/PS,DIAMCON0,4393,37.73841,-122.43593,CONRAD ST,DIAMOND ST,0,1739804614000,16047130,148,8,"{'type': 'Point', 'coordinates': [-122.43593, 37.73841]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,5,10,96,96,DIAMCONR,FS,SE,FL,,37.73841,-122.43593,060750217003
77660,O'Farrell St&Larkin St SE-FS/BZ,OFARLAR1,5813,37.785137999999996,-122.41770000000001,LARKIN ST,OFARRELL ST,0,1739804614000,16049688,148,5,"{'type': 'Point', 'coordinates': [-122.4177, 37.785138]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,5,10,36,20,20,OFARLARK,FS,SE,BZ,,37.785137999999996,-122.41770000000001,060750122031
76257,10th Ave&Ortega St SE-NS/PS,10AVORT1,3230,37.752724,-122.46650199999999,ORTEGA ST,10TH AVE,0,1739804614000,16044926,148,7,"{'type': 'Point', 'coordinates': [-122.466502, 37.752724]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,14,44,44,10AVORTG,NS,SE,,,37.752724,-122.46650199999999,060750303022
77296,Haight St&Fillmore St SE-FS/BZ,HAITFIL1,4953,37.772095,-122.430347,WEBSTER ST,HAIGHT ST,0,1739804614000,16048395,148,5,"{'type': 'Point', 'coordinates': [-122.430347, 37.772095]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,11,9,26,26,HAITFILL,FS,SE,BZ,,37.772095,-122.430347,060750168011
77429,Monterey Blvd&Faxon Ave S-FS/SB,MTRYFAX1,5431,37.730695,-122.459085,FAXON AVE,MONTEREY BLVD,0,1739804614000,16048849,148,7,"{'type': 'Point', 'coordinates': [-122.459085, 37.730695]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,8,41,71,71,MTRYFAXN,FS,SO,,,37.730695,-122.459085,060750310003
78225,Sacramento St&Van Ness Ave NE-NS,SACOV.N0,6317,37.79141,-122.42227,VAN NESS AVE,SACRAMENTO ST,0,1739804614000,16052972,148,3,"{'type': 'Point', 'coordinates': [-122.42227, 37.79141]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,3,21,105,105,SACOV.N.,NS,NE,BZ,,37.79141,-122.42227,060750111011
77698,Cortland Ave&Ellsworth St NE-NS/PS,CORTEWT1,4151,37.73892,-122.41454999999999,ELLSWORTH ST,CORTLAND AVE,0,1739804614000,16050203,148,9,"{'type': 'Point', 'coordinates': [-122.41455, 37.73892]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,2,2,83,83,CORTEWTH,NS,NE,,,37.73892,-122.41454999999999,060750252003
77166,Fillmore St&Haight St NW-NS/BZ,FILLHAI0,4618,37.772199,-122.430537,HAIGHT ST,FILLMORE ST,0,1739804614000,16047560,148,5,"{'type': 'Point', 'coordinates': [-122.430537, 37.772199]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,11,9,26,26,FILLHAIT,NS,NW,BZ,,37.772199,-122.430537,060750168011
77112,Hayes St&Baker St NW-FS/BZ,HAYSBAK0,4979,37.774573,-122.441501,BAKER ST,HAYES ST,0,1739804614000,16047701,148,5,"{'type': 'Point', 'coordinates': [-122.441501, 37.774573]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,11,18,24,24,HAYSBAKR,FS,NW,BZ,,37.774573,-122.441501,060750165001
78639,California St&Laurel St NE-NS/BZ,CALILAU0,3875,37.786923,-122.449957,LAUREL ST,CALIFORNIA ST,0,1739804614000,16053378,148,2,"{'type': 'Point', 'coordinates': [-122.449957, 37.786923]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,6,31,10,10,CALILARL,NS,NE,BZ,,37.786923,-122.449957,060750133003
77895,Sloat Blvd&45th Ave NW-FS/BZ,SLOA45A1,6450,37.735600000000005,-122.503407,45TH AVE,SLOAT BLVD,0,1739804614000,16051148,148,4,"{'type': 'Point', 'coordinates': [-122.503407, 37.7356]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,7,35,40,40,SLOA45AV,FS,NW,BZ,,37.735600000000005,-122.503407,060750354005
77040,The Embarcadero&Washington St NE,EMBRWAS1,4532,37.797084999999996,-122.39567,WASHINGTON ST,THE EMBARCADERO,0,1739804614000,16047574,148,3,"{'type': 'Point', 'coordinates': [-122.39567, 37.797085]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,8,77,77,EMBRWASH,FS,NE,SI,,37.797084999999996,-122.39567,060750105002
77636,Font Blvd&Serrano Dr E-NS/SB,FONTSER3,4710,37.719601,-122.479607,SERRANO DR,FONT BLVD,0,1739804614000,16049888,148,7,"{'type': 'Point', 'coordinates': [-122.479607, 37.719601]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,16,42,42,FONTSERR,NS,EA,,,37.719601,-122.479607,060750332042
76981,Geary Blvd&Spruce St NE-NS/BZ,GEARSPR0,4762,37.781849,-122.453075,SPRUCE ST,GEARY BLVD,0,1739804614000,16047423,148,2,"{'type': 'Point', 'coordinates': [-122.453075, 37.781849]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,6,31,11,11,GEARSPRC,NS,NE,BZ,,37.781849,-122.453075,060750154011
77761,Teresita Blvd&Isola Way S-FS/SB,TEREISL0,6673,37.741732999999996,-122.450529,ISOLA WAY,TERESITA BLVD,0,1739804614000,16050088,148,7,"{'type': 'Point', 'coordinates': [-122.450529, 37.741733]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,8,41,72,72,TEREISLA,FS,SO,,,37.741732999999996,-122.450529,060750307001
79353,Powell St&Post St NW-NS,POWLPOS1,6071,37.788392,-122.40850499999999,POST ST,POWELL ST,0,1739804614000,16051012,148,3,"{'type': 'Point', 'coordinates': [-122.408505, 37.788392]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,21,19,19,POWLPOST,NS,NW,,,37.788392,-122.40850499999999,060750121001
78693,Clipper St&Grand View Ave N-NS/PS,CLIPGRV0,8067,37.748291,-122.442452,CLIPPER TER,CLIPPER ST,0,1739804614000,16056525,148,8,"{'type': 'Point', 'coordinates': [-122.442452, 37.748291]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,5,22,51,51,,NS,NO,,,37.748291,-122.442452,060750213002
78030,California St&25TH Ave SW-NS/BZ,CALI25A1,3840,37.783808,-122.485286,25TH AVE,CALIFORNIA ST,0,1739804614000,16055829,148,1,"{'type': 'Point', 'coordinates': [-122.485286, 37.783808]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,29,8,8,CALI25AV,NS,SW,BZ,,37.783808,-122.485286,060750427001
77680,24th St&Bryant St NW-FS/BZ,24STBRY0,3458,37.752853,-122.40928099999999,BRYANT ST,24TH ST,0,1739804614000,16050148,148,9,"{'type': 'Point', 'coordinates': [-122.409281, 37.752853]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,24STBRYT,FS,NW,BZ,,37.752853,-122.409281,060750229021
78295,Market St&16th St W-FS/BZ,MRKT16ST,5654,37.763909999999996,-122.43366,16TH ST,MARKET ST,0,1739804614000,16053049,148,8,"{'type': 'Point', 'coordinates': [-122.43366, 37.76391]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,5,5,28,28,MRKT16ST,FS,WE,BB,,37.763909999999996,-122.43366,060750169001
78975,Fulton St&4TH Ave SE-FS/BZ,FULT 4A1,4731,37.77384,-122.46125,04TH AVE,FULTON ST,0,1739804614000,16050616,148,1,"{'type': 'Point', 'coordinates': [-122.46125, 37.77384]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,12,9,9,FULT 4AV,FS,SE,BZ,,37.77384,-122.46125,060759803001
76505,Bryant St&20TH St NW-NS/PS,BRYT20S0,3738,37.75933,-122.40993,20TH ST,BRYANT ST,0,1739804614000,16045683,148,9,"{'type': 'Point', 'coordinates': [-122.40993, 37.75933]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,BRYT20ST,NS,NW,,,37.75933,-122.40993,060750228012
78002,Van Ness Station OB,V N  ST0,6996,37.775234,-122.41934,METRO TUNNEL,VAN NESS STATION,0,1739804614000,16052782,148,6,"{'type': 'Point', 'coordinates': [-122.41934, 37.775234]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,36,21,21,V N  STA,,,,,37.775234,-122.41934,060750168021
78363,Thornton Dr&Scotia Ave SE-NS/SB,THRNSCTA,7760,37.731668,-122.399464,BRIDGEVIEW DR,THORNTON AVE,0,1739804614000,16056412,148,10,"{'type': 'Point', 'coordinates': [-122.399464, 37.731668]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,87,87,,,,,,37.731668,-122.399464,060750230032
77053,La Playa St&Fulton St NE-FS/BZ,LAPLFUL0,4844,37.77169,-122.50984,FULTON ST,LA PLAYA ST,0,1739804614000,16047599,148,1,"{'type': 'Point', 'coordinates': [-122.50984, 37.77169]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,29,8,8,LAPLFULT,FS,NE,BZ,,37.77169,-122.50984,060750479041
78848,Parnassus Ave&Hillway Ave SW-NS/BZ,PARNHLW1,5892,37.763718,-122.456741,HILLWAY AVE,PARNASSUS AVE,0,1739804614000,16053562,148,7,"{'type': 'Point', 'coordinates': [-122.456741, 37.763718]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,8,14,110,110,PARNHLWY,NS,SW,BZ,,37.763718,-122.456741,060750301023
77650,3rd St&Kirkwood/La Salle N-FS,3ST KWL0,7403,37.737640999999996,-122.389688,KIRKWOOD AVE,3RD ST,0,1739804614000,16050001,148,10,"{'type': 'Point', 'coordinates': [-122.389688, 37.737641]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,86,86,,,,,,37.737640999999996,-122.389688,060750612001
78849,Steiner St&Green St SE-NS/PS,STEIGRE1,6487,37.795859,-122.436863,GREEN ST,STEINER ST,0,1739804614000,16053564,148,2,"{'type': 'Point', 'coordinates': [-122.436863, 37.795859]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,13,102,102,STEIGREN,NS,SE,,,37.795859,-122.436863,060750130022
