date,tavg,tmin,tmax,prcp,temp_range,is_rainy,is_hot_day
2021-03-01,13.7,6.1,21.1,0.0,15.000000000000002,0,0
2021-03-02,13.0,7.2,18.9,0.0,11.7,0,0
2021-03-03,12.5,8.3,17.8,0.0,9.5,0,0
2021-03-04,12.8,6.7,18.3,0.0,11.600000000000001,0,0
2021-03-05,13.5,6.1,19.4,3.8,13.299999999999999,1,0
2021-03-06,12.0,6.7,16.1,0.5,9.400000000000002,1,0
2021-03-07,11.4,5.0,17.2,0.0,12.2,0,0
2021-03-08,13.1,11.1,16.7,0.0,5.6,0,0
2021-03-09,12.3,9.4,16.7,4.1,7.299999999999999,1,0
2021-03-10,10.7,7.2,13.3,16.8,6.1000000000000005,1,0
2021-03-11,10.6,7.2,15.6,1.5,8.399999999999999,1,0
2021-03-12,11.7,6.1,18.3,0.0,12.200000000000001,0,0
2021-03-13,12.3,11.1,15.0,0.0,3.9000000000000004,0,0
2021-03-14,12.7,9.4,16.7,4.6,7.299999999999999,1,0
2021-03-15,10.8,8.3,15.0,0.0,6.699999999999999,0,0
2021-03-16,10.0,4.4,15.0,0.0,10.6,0,0
2021-03-17,10.8,6.1,15.0,0.0,8.9,0,0
2021-03-18,13.2,11.1,15.0,9.9,3.9000000000000004,1,0
2021-03-19,12.7,9.4,17.8,0.0,8.4,0,0
2021-03-20,11.5,6.7,15.0,0.0,8.3,0,0
2021-03-21,10.5,3.9,17.8,0.0,13.9,0,0
2021-03-22,12.0,6.1,17.2,0.0,11.1,0,0
2021-03-23,14.7,8.9,20.6,0.0,11.700000000000001,0,0
2021-03-24,13.8,9.4,18.9,0.0,9.499999999999998,0,0
2021-03-25,12.0,8.3,16.1,0.0,7.800000000000001,0,0
2021-03-26,12.4,4.4,19.4,0.0,14.999999999999998,0,0
2021-03-27,14.1,6.7,23.3,0.0,16.6,0,0
2021-03-28,13.5,7.2,22.2,0.0,15.0,0,0
2021-03-29,12.1,6.7,16.7,0.0,10.0,0,0
2021-03-30,15.3,5.6,23.3,0.0,17.700000000000003,0,0
2021-03-31,18.2,11.1,27.8,0.0,16.700000000000003,0,1
2021-04-01,17.8,8.9,27.8,0.0,18.9,0,1
2021-04-02,12.9,10.0,16.7,0.0,6.699999999999999,0,0
2021-04-03,12.5,10.6,16.1,0.0,5.500000000000002,0,0
2021-04-04,12.7,11.1,16.1,0.0,5.000000000000002,0,0
2021-04-05,11.7,10.6,13.3,0.0,2.700000000000001,0,0
2021-04-06,11.8,10.0,16.1,0.0,6.100000000000001,0,0
2021-04-07,11.5,10.0,15.0,0.0,5.0,0,0
2021-04-08,12.2,9.4,16.7,0.0,7.299999999999999,0,0
2021-04-09,11.5,9.4,15.0,0.0,5.6,0,0
2021-04-10,12.1,7.2,17.2,0.0,10.0,0,0
2021-04-11,12.3,8.9,18.9,0.0,9.999999999999998,0,0
2021-04-12,12.6,7.8,18.3,0.0,10.5,0,0
2021-04-13,12.2,10.6,15.6,0.0,5.0,0,0
2021-04-14,13.0,10.0,18.3,0.0,8.3,0,0
2021-04-15,12.5,7.8,17.2,0.0,9.399999999999999,0,0
2021-04-16,11.4,8.3,16.1,0.0,7.800000000000001,0,0
2021-04-17,12.8,10.0,17.2,0.0,7.199999999999999,0,0
2021-04-18,14.2,7.8,23.9,0.0,16.099999999999998,0,0
2021-04-19,12.4,10.0,16.7,0.0,6.699999999999999,0,0
2021-04-20,12.7,10.6,16.7,0.0,6.1,0,0
2021-04-21,12.4,10.6,16.1,0.0,5.500000000000002,0,0
2021-04-22,11.9,10.6,15.0,0.0,4.4,0,0
2021-04-23,12.8,10.6,17.8,0.0,7.200000000000001,0,0
2021-04-24,13.2,10.6,17.8,0.0,7.200000000000001,0,0
2021-04-25,12.6,10.6,15.0,0.0,4.4,0,0
2021-04-26,12.4,7.8,16.1,0.0,8.3,0,0
2021-04-27,12.9,6.1,21.1,0.0,15.000000000000002,0,0
2021-04-28,16.0,8.3,25.6,0.0,17.3,0,1
2021-04-29,14.1,10.0,17.8,0.0,7.800000000000001,0,0
2021-04-30,12.9,8.3,16.7,0.0,8.399999999999999,0,0
2021-05-01,13.5,10.0,17.2,0.0,7.199999999999999,0,0
2021-05-02,14.6,8.3,21.7,0.0,13.399999999999999,0,0
2021-05-03,16.2,9.4,25.0,0.0,15.6,0,0
2021-05-04,17.0,11.1,23.3,0.0,12.200000000000001,0,0
2021-05-05,14.3,10.6,21.1,0.0,10.500000000000002,0,0
2021-05-06,13.1,10.0,18.3,0.0,8.3,0,0
2021-05-07,14.7,10.0,20.0,0.0,10.0,0,0
2021-05-08,16.9,8.9,27.2,0.0,18.299999999999997,0,1
2021-05-09,17.0,10.6,23.3,0.0,12.700000000000001,0,0
2021-05-10,17.2,10.0,26.7,0.0,16.7,0,1
2021-05-11,15.6,11.1,21.7,0.0,10.6,0,0
2021-05-12,13.5,9.4,18.3,0.0,8.9,0,0
2021-05-13,12.8,11.1,16.7,0.0,5.6,0,0
2021-05-14,12.5,10.6,15.0,0.0,4.4,0,0
2021-05-15,12.5,10.6,16.1,0.3,5.500000000000002,1,0
2021-05-16,13.6,11.7,17.2,0.0,5.5,0,0
2021-05-17,12.9,11.1,15.6,0.0,4.5,0,0
2021-05-18,14.4,10.6,20.6,0.0,10.000000000000002,0,0
2021-05-19,13.9,11.1,18.9,0.0,7.799999999999999,0,0
2021-05-20,14.3,10.0,19.4,0.0,9.399999999999999,0,0
2021-05-21,14.1,10.0,18.9,0.0,8.899999999999999,0,0
2021-05-22,13.7,8.3,19.4,0.0,11.099999999999998,0,0
2021-05-23,13.5,11.7,17.2,0.0,5.5,0,0
2021-05-24,13.9,10.6,19.4,0.0,8.799999999999999,0,0
2021-05-25,14.5,11.1,18.3,0.0,7.200000000000001,0,0
2021-05-26,14.2,10.6,19.4,0.0,8.799999999999999,0,0
2021-05-27,14.7,11.1,19.4,0.0,8.299999999999999,0,0
2021-05-28,14.4,11.7,18.3,0.0,6.600000000000001,0,0
2021-05-29,12.8,11.1,15.0,0.0,3.9000000000000004,0,0
2021-05-30,15.5,11.7,22.8,0.0,11.100000000000001,0,0
2021-05-31,16.9,11.1,23.9,0.0,12.799999999999999,0,0
2021-06-01,14.9,11.7,20.0,0.0,8.3,0,0
2021-06-02,14.1,11.7,18.3,0.0,6.600000000000001,0,0
2021-06-03,15.6,12.2,21.7,0.0,9.5,0,0
2021-06-04,14.6,11.7,17.8,0.0,6.100000000000001,0,0
2021-06-05,16.1,11.7,21.7,0.0,10.0,0,0
2021-06-06,15.5,12.8,19.4,0.0,6.599999999999998,0,0
2021-06-07,14.9,11.7,18.9,0.0,7.199999999999999,0,0
2021-06-08,14.8,12.2,18.9,0.0,6.699999999999999,0,0
2021-06-09,14.6,11.7,18.3,0.0,6.600000000000001,0,0
2021-06-10,15.3,11.7,20.0,0.0,8.3,0,0
2021-06-11,16.2,10.0,21.7,0.0,11.7,0,0
2021-06-12,18.9,16.1,25.6,0.0,9.5,0,1
2021-06-13,18.0,15.0,23.3,0.0,8.3,0,0
2021-06-14,18.7,14.4,22.2,0.0,7.799999999999999,0,0
2021-06-15,18.2,12.8,24.4,0.0,11.599999999999998,0,0
2021-06-16,20.2,12.8,29.4,0.0,16.599999999999998,0,1
2021-06-17,21.7,14.4,32.8,0.0,18.4,0,1
2021-06-18,20.1,15.0,28.9,0.0,13.899999999999999,0,1
2021-06-19,17.3,13.3,24.4,0.0,11.099999999999998,0,0
2021-06-20,16.0,12.2,20.6,0.0,8.400000000000002,0,0
2021-06-21,17.6,14.4,22.2,0.0,7.799999999999999,0,0
2021-06-22,19.1,16.7,23.3,0.0,6.600000000000001,0,0
2021-06-23,18.4,15.6,22.2,0.0,6.6,0,0
2021-06-24,17.7,15.0,21.1,0.0,6.100000000000001,0,0
2021-06-25,16.1,13.9,20.6,0.0,6.700000000000001,0,0
2021-06-26,16.6,13.9,21.7,0.0,7.799999999999999,0,0
2021-06-27,16.0,13.9,19.4,0.0,5.499999999999998,0,0
2021-06-28,15.9,13.9,20.0,0.0,6.1,0,0
2021-06-29,16.9,14.4,21.1,0.0,6.700000000000001,0,0
2021-06-30,16.8,14.4,20.6,0.0,6.200000000000001,0,0
2021-07-01,17.5,15.0,22.2,0.0,7.199999999999999,0,0
2021-07-02,17.0,15.0,22.2,0.0,7.199999999999999,0,0
2021-07-03,16.9,15.0,21.1,0.0,6.100000000000001,0,0
2021-07-04,17.3,15.0,21.7,0.0,6.699999999999999,0,0
2021-07-05,16.7,15.0,21.1,0.0,6.100000000000001,0,0
2021-07-06,16.0,13.9,19.4,0.0,5.499999999999998,0,0
2021-07-07,15.1,13.3,18.3,0.0,5.0,0,0
2021-07-08,18.1,13.9,26.1,0.0,12.200000000000001,0,1
2021-07-09,18.8,13.3,25.0,0.0,11.7,0,0
2021-07-10,16.9,13.3,22.8,0.0,9.5,0,0
2021-07-11,15.2,12.8,18.3,0.0,5.5,0,0
2021-07-12,14.8,12.8,17.8,0.0,5.0,0,0
2021-07-13,15.3,12.8,19.4,0.0,6.599999999999998,0,0
2021-07-14,16.4,13.9,21.1,0.0,7.200000000000001,0,0
2021-07-15,15.1,13.3,18.3,0.0,5.0,0,0
2021-07-16,15.7,12.8,21.1,0.0,8.3,0,0
2021-07-17,17.1,12.8,22.2,0.0,9.399999999999999,0,0
2021-07-18,17.0,12.8,22.8,0.0,10.0,0,0
2021-07-19,16.7,12.8,21.7,0.0,8.899999999999999,0,0
2021-07-20,16.0,12.8,19.4,0.0,6.599999999999998,0,0
2021-07-21,16.2,11.7,20.6,0.0,8.900000000000002,0,0
2021-07-22,15.9,11.7,19.4,0.0,7.699999999999999,0,0
2021-07-23,16.1,10.6,22.8,0.0,12.200000000000001,0,0
2021-07-24,16.1,12.8,20.6,0.0,7.800000000000001,0,0
2021-07-25,16.4,13.9,21.1,0.0,7.200000000000001,0,0
2021-07-26,16.6,13.9,21.1,0.0,7.200000000000001,0,0
2021-07-27,18.4,13.9,25.0,0.0,11.1,0,0
2021-07-28,17.6,14.4,22.8,0.0,8.4,0,0
2021-07-29,17.8,14.4,23.3,0.0,8.9,0,0
2021-07-30,16.6,13.9,21.7,0.0,7.799999999999999,0,0
2021-07-31,17.5,15.0,22.2,0.0,7.199999999999999,0,0
2021-08-01,17.8,15.6,22.2,0.0,6.6,0,0
2021-08-02,18.4,13.9,23.3,0.0,9.4,0,0
2021-08-03,16.4,13.9,21.7,0.0,7.799999999999999,0,0
2021-08-04,16.2,13.9,20.0,0.0,6.1,0,0
2021-08-05,16.7,15.0,20.0,0.0,5.0,0,0
2021-08-06,18.6,14.4,23.9,0.0,9.499999999999998,0,0
2021-08-07,17.2,13.3,23.3,0.0,10.0,0,0
2021-08-08,17.4,14.4,23.9,0.0,9.499999999999998,0,0
2021-08-09,17.4,13.3,22.2,0.0,8.899999999999999,0,0
2021-08-10,18.2,14.4,25.6,0.0,11.200000000000001,0,1
2021-08-11,17.6,14.4,22.2,0.0,7.799999999999999,0,0
2021-08-12,18.0,15.6,22.8,0.0,7.200000000000001,0,0
2021-08-13,17.8,14.4,21.7,0.0,7.299999999999999,0,0
2021-08-14,17.7,15.0,21.7,0.0,6.699999999999999,0,0
2021-08-15,17.7,15.6,22.2,0.0,6.6,0,0
2021-08-16,18.2,15.0,22.8,0.0,7.800000000000001,0,0
2021-08-17,17.7,15.0,21.7,0.0,6.699999999999999,0,0
2021-08-18,17.8,13.9,23.3,0.0,9.4,0,0
2021-08-19,17.8,15.0,22.2,0.0,7.199999999999999,0,0
2021-08-20,17.9,16.1,20.6,0.0,4.5,0,0
2021-08-21,17.9,15.6,21.1,0.0,5.500000000000002,0,0
2021-08-22,17.3,14.4,22.2,0.0,7.799999999999999,0,0
2021-08-23,17.2,14.4,22.2,0.0,7.799999999999999,0,0
2021-08-24,17.1,15.0,21.7,0.0,6.699999999999999,0,0
2021-08-25,16.8,12.8,21.1,0.0,8.3,0,0
2021-08-26,17.7,11.7,25.6,0.0,13.900000000000002,0,1
2021-08-27,21.1,13.9,30.6,0.0,16.700000000000003,0,1
2021-08-28,21.7,15.0,31.7,0.0,16.7,0,1
2021-08-29,18.7,15.0,25.0,0.0,10.0,0,0
2021-08-30,17.1,13.3,22.8,0.0,9.5,0,0
2021-08-31,16.8,11.7,21.7,0.0,10.0,0,0
2021-09-01,17.1,15.0,21.7,0.0,6.699999999999999,0,0
2021-09-02,16.6,13.9,20.6,0.0,6.700000000000001,0,0
2021-09-03,16.3,11.7,21.1,0.0,9.400000000000002,0,0
2021-09-04,16.1,10.6,24.4,0.0,13.799999999999999,0,0
2021-09-05,17.7,11.1,27.2,0.0,16.1,0,1
2021-09-06,19.5,13.9,30.6,0.0,16.700000000000003,0,1
2021-09-07,19.0,14.4,24.4,0.0,9.999999999999998,0,0
2021-09-08,20.0,16.7,26.7,0.0,10.0,0,1
2021-09-09,18.1,16.1,21.7,0.0,5.599999999999998,0,0
2021-09-10,17.8,15.6,20.6,0.0,5.000000000000002,0,0
2021-09-11,17.7,12.8,22.8,0.0,10.0,0,0
2021-09-12,18.0,12.8,26.7,0.0,13.899999999999999,0,1
2021-09-13,18.2,13.3,23.9,0.0,10.599999999999998,0,0
2021-09-14,17.0,12.8,22.2,0.0,9.399999999999999,0,0
2021-09-15,16.3,13.9,20.6,0.0,6.700000000000001,0,0
2021-09-16,16.4,14.4,20.0,0.0,5.6,0,0
2021-09-17,16.9,15.0,21.1,0.0,6.100000000000001,0,0
2021-09-18,17.9,12.8,22.2,0.0,9.399999999999999,0,0
2021-09-19,19.0,13.3,23.3,0.0,10.0,0,0
2021-09-20,20.0,12.2,28.9,0.0,16.7,0,1
2021-09-21,22.1,13.9,31.1,0.0,17.200000000000003,0,1
2021-09-22,18.6,13.9,25.0,0.0,11.1,0,0
2021-09-23,17.9,11.7,27.2,0.0,15.5,0,1
2021-09-24,17.6,13.9,23.3,0.0,9.4,0,0
2021-09-25,16.8,15.6,19.4,0.0,3.799999999999999,0,0
2021-09-26,16.8,15.6,18.9,0.0,3.299999999999999,0,0
2021-09-27,18.0,16.1,22.2,0.0,6.099999999999998,0,0
2021-09-28,18.2,13.3,23.3,0.0,10.0,0,0
2021-09-29,16.9,11.1,23.9,0.0,12.799999999999999,0,0
2021-09-30,18.6,10.0,28.3,0.0,18.3,0,1
2021-10-01,20.0,11.7,30.6,0.0,18.900000000000002,0,1
2021-10-02,19.8,12.2,30.6,0.0,18.400000000000002,0,1
2021-10-03,20.3,12.2,31.1,0.0,18.900000000000002,0,1
2021-10-04,19.7,12.2,29.4,0.0,17.2,0,1
2021-10-05,15.8,12.2,20.6,0.0,8.400000000000002,0,0
2021-10-06,16.1,14.4,18.9,0.0,4.499999999999998,0,0
2021-10-07,15.1,14.4,17.8,0.0,3.4000000000000004,0,0
2021-10-08,15.5,13.3,18.9,0.0,5.599999999999998,0,0
2021-10-09,16.9,11.7,23.3,0.0,11.600000000000001,0,0
2021-10-10,15.5,9.4,22.8,0.0,13.4,0,0
2021-10-11,16.5,11.1,22.2,0.0,11.1,0,0
2021-10-12,16.2,9.4,22.2,0.0,12.799999999999999,0,0
2021-10-13,13.7,10.0,16.7,0.0,6.699999999999999,0,0
2021-10-14,14.6,7.2,23.3,0.0,16.1,0,0
2021-10-15,16.8,7.8,26.7,0.0,18.9,0,1
2021-10-16,17.5,8.9,28.3,0.0,19.4,0,1
2021-10-17,14.5,8.3,18.9,0.8,10.599999999999998,1,0
2021-10-18,14.1,8.9,17.2,0.0,8.299999999999999,0,0
2021-10-19,14.0,7.2,20.0,0.3,12.8,1,0
2021-10-20,16.6,14.4,18.9,4.8,4.499999999999998,1,0
2021-10-21,18.8,17.2,22.2,1.0,5.0,1,0
2021-10-22,16.5,13.9,18.9,12.4,4.999999999999998,1,0
2021-10-23,16.2,13.9,18.9,13.0,4.999999999999998,1,0
2021-10-24,16.1,14.4,18.3,90.9,3.9000000000000004,1,0
2021-10-25,15.6,13.9,18.3,11.9,4.4,1,0
2021-10-26,15.6,12.2,18.9,0.0,6.699999999999999,0,0
2021-10-27,16.4,11.7,21.1,0.0,9.400000000000002,0,0
2021-10-28,17.5,12.8,23.3,0.0,10.5,0,0
2021-10-29,16.6,12.2,24.4,0.0,12.2,0,0
2021-10-30,15.4,13.9,17.2,0.0,3.299999999999999,0,0
2021-10-31,15.2,13.3,18.3,0.0,5.0,0,0
2021-11-01,16.2,15.0,17.8,3.3,2.8000000000000007,1,0
2021-11-02,16.5,13.3,19.4,0.5,6.099999999999998,1,0
2021-11-03,15.4,10.0,21.1,0.0,11.100000000000001,0,0
2021-11-04,16.1,11.1,18.9,3.8,7.799999999999999,1,0
2021-11-05,13.1,8.3,17.2,0.0,8.899999999999999,0,0
2021-11-06,14.2,10.6,17.8,0.0,7.200000000000001,0,0
2021-11-07,12.7,7.8,16.7,0.0,8.899999999999999,0,0
2021-11-08,12.2,7.2,16.1,13.0,8.900000000000002,1,0
2021-11-09,14.5,11.1,18.9,1.8,7.799999999999999,1,0
2021-11-10,15.3,12.2,18.3,0.0,6.100000000000001,0,0
2021-11-11,15.1,10.0,20.0,0.0,10.0,0,0
2021-11-12,14.9,9.4,20.0,0.0,10.6,0,0
2021-11-13,14.8,8.9,21.7,0.0,12.799999999999999,0,0
2021-11-14,14.1,9.4,18.9,0.0,9.499999999999998,0,0
2021-11-15,12.8,8.9,16.1,0.0,7.200000000000001,0,0
2021-11-16,14.1,10.0,17.8,0.0,7.800000000000001,0,0
2021-11-17,14.2,9.4,20.6,0.0,11.200000000000001,0,0
2021-11-18,12.2,8.3,16.1,0.0,7.800000000000001,0,0
2021-11-19,13.8,11.1,17.2,0.3,6.1,1,0
2021-11-20,13.7,7.8,18.3,0.0,10.5,0,0
2021-11-21,14.3,7.2,21.1,0.0,13.900000000000002,0,0
2021-11-22,12.2,5.6,18.3,0.0,12.700000000000001,0,0
2021-11-23,11.7,6.1,17.2,0.0,11.1,0,0
2021-11-24,11.7,3.3,19.4,0.0,16.099999999999998,0,0
2021-11-25,12.1,5.6,17.8,0.0,12.200000000000001,0,0
2021-11-26,12.2,7.2,17.8,0.0,10.600000000000001,0,0
2021-11-27,12.6,6.7,20.0,0.0,13.3,0,0
2021-11-28,13.4,7.8,20.0,0.0,12.2,0,0
2021-11-29,13.2,7.2,20.0,0.0,12.8,0,0
2021-11-30,12.9,6.1,20.6,0.0,14.500000000000002,0,0
2021-12-01,14.1,7.8,19.4,0.0,11.599999999999998,0,0
2021-12-02,12.4,7.2,17.8,0.0,10.600000000000001,0,0
2021-12-03,12.0,11.1,13.3,0.0,2.200000000000001,0,0
2021-12-04,12.4,11.1,14.4,0.0,3.3000000000000007,0,0
2021-12-05,11.1,7.2,15.6,0.0,8.399999999999999,0,0
2021-12-06,10.2,6.1,11.7,1.0,5.6,1,0
2021-12-07,11.8,8.9,15.6,0.5,6.699999999999999,1,0
2021-12-08,11.8,9.4,13.3,0.3,3.9000000000000004,1,0
2021-12-09,11.7,7.8,14.4,0.0,6.6000000000000005,0,0
2021-12-10,8.5,2.8,13.3,0.0,10.5,0,0
2021-12-11,8.0,1.7,12.8,0.0,11.100000000000001,0,0
2021-12-12,10.4,8.3,12.8,9.7,4.5,1,0
2021-12-13,11.5,7.2,14.4,86.1,7.2,1,0
2021-12-14,8.3,6.1,11.1,4.3,5.0,1,0
2021-12-15,9.2,6.7,11.7,5.8,4.999999999999999,1,0
2021-12-16,10.4,7.2,13.9,13.5,6.7,1,0
2021-12-17,7.8,3.3,12.2,0.0,8.899999999999999,0,0
2021-12-18,7.2,2.8,13.3,0.0,10.5,0,0
2021-12-19,6.4,1.7,10.0,0.0,8.3,0,0
2021-12-20,8.7,6.1,12.2,0.0,6.1,0,0
2021-12-21,7.8,5.0,11.1,5.3,6.1,1,0
2021-12-22,9.6,7.8,12.8,0.3,5.000000000000001,1,0
2021-12-23,12.4,11.1,14.4,48.8,3.3000000000000007,1,0
2021-12-24,11.1,10.0,12.8,3.3,2.8000000000000007,1,0
2021-12-25,9.8,7.2,11.7,25.9,4.499999999999999,1,0
2021-12-26,8.4,4.4,10.6,3.6,6.199999999999999,1,0
2021-12-27,8.9,6.7,10.6,2.3,3.8999999999999995,1,0
2021-12-28,7.4,5.0,8.9,0.3,3.9000000000000004,1,0
2021-12-29,8.1,6.1,10.6,13.0,4.5,1,0
2021-12-30,7.9,4.4,11.1,0.0,6.699999999999999,0,0
2021-12-31,7.3,2.2,11.7,0.0,9.5,0,0
2022-01-01,6.1,1.7,10.6,0.0,8.9,0,0
2022-01-02,6.2,0.0,12.8,0.0,12.8,0,0
2022-01-03,9.7,5.6,12.2,3.3,6.6,1,0
2022-01-04,11.4,10.6,13.9,2.5,3.3000000000000007,1,0
2022-01-05,11.8,10.0,13.9,0.0,3.9000000000000004,0,0
2022-01-06,11.8,10.6,12.8,0.0,2.200000000000001,0,0
2022-01-07,11.1,7.8,13.3,0.5,5.500000000000001,1,0
2022-01-08,9.3,5.0,13.3,0.0,8.3,0,0
2022-01-09,9.7,4.4,16.1,0.0,11.700000000000001,0,0
2022-01-10,10.6,7.2,14.4,0.0,7.2,0,0
2022-01-11,10.2,5.0,15.6,0.0,10.6,0,0
2022-01-12,10.9,5.0,15.0,0.0,10.0,0,0
2022-01-13,10.3,7.2,13.3,0.0,6.1000000000000005,0,0
2022-01-14,10.0,3.9,16.1,0.0,12.200000000000001,0,0
2022-01-15,11.6,7.2,15.6,0.0,8.399999999999999,0,0
2022-01-16,11.7,7.8,16.1,0.0,8.3,0,0
2022-01-17,10.9,6.7,15.6,0.0,8.899999999999999,0,0
2022-01-18,9.8,5.6,12.8,0.0,7.200000000000001,0,0
2022-01-19,9.6,6.1,13.3,0.0,7.200000000000001,0,0
2022-01-20,9.8,4.4,15.6,0.0,11.2,0,0
2022-01-21,12.2,5.0,20.0,0.0,15.0,0,0
2022-01-22,15.5,6.7,20.6,0.0,13.900000000000002,0,0
2022-01-23,10.0,5.0,15.6,0.0,10.6,0,0
2022-01-24,9.3,3.9,15.6,0.0,11.7,0,0
2022-01-25,9.3,6.1,13.9,0.0,7.800000000000001,0,0
2022-01-26,9.1,5.0,13.9,0.0,8.9,0,0
2022-01-27,10.2,3.9,19.4,0.0,15.499999999999998,0,0
2022-01-28,10.4,3.9,17.8,0.0,13.9,0,0
2022-01-29,10.0,3.9,16.7,0.0,12.799999999999999,0,0
2022-01-30,9.6,3.9,15.0,0.0,11.1,0,0
2022-01-31,10.0,6.1,14.4,0.0,8.3,0,0
2022-02-01,11.4,3.9,17.2,0.0,13.299999999999999,0,0
2022-02-02,13.1,6.1,17.8,0.0,11.700000000000001,0,0
2022-02-03,9.4,2.8,15.6,0.0,12.8,0,0
2022-02-04,9.9,3.3,16.7,0.0,13.399999999999999,0,0
2022-02-05,9.5,3.9,17.2,0.0,13.299999999999999,0,0
2022-02-06,9.8,2.2,18.3,0.0,16.1,0,0
2022-02-07,10.2,3.3,16.7,0.0,13.399999999999999,0,0
2022-02-08,11.2,3.9,20.6,0.0,16.700000000000003,0,0
2022-02-09,14.0,6.7,24.4,0.0,17.7,0,0
2022-02-10,16.0,9.4,22.8,0.0,13.4,0,0
2022-02-11,15.0,7.8,22.8,0.0,15.0,0,0
2022-02-12,14.5,7.8,21.1,0.0,13.3,0,0
2022-02-13,13.6,7.2,20.6,0.0,13.400000000000002,0,0
2022-02-14,11.0,10.0,12.8,0.0,2.8000000000000007,0,0
2022-02-15,11.5,7.2,16.1,0.0,8.900000000000002,0,0
2022-02-16,14.0,5.0,19.4,0.0,14.399999999999999,0,0
2022-02-17,14.0,7.8,19.4,0.0,11.599999999999998,0,0
2022-02-18,11.1,5.0,18.3,0.0,13.3,0,0
2022-02-19,12.3,6.1,20.6,0.0,14.500000000000002,0,0
2022-02-20,10.8,8.3,13.9,0.0,5.6,0,0
2022-02-21,9.9,4.4,14.4,0.0,10.0,0,0
2022-02-22,8.5,4.4,12.2,0.0,7.799999999999999,0,0
2022-02-23,7.7,2.2,12.8,0.0,10.600000000000001,0,0
2022-02-24,7.0,0.6,13.3,0.0,12.700000000000001,0,0
2022-02-25,7.7,1.7,15.0,0.0,13.3,0,0
2022-02-26,8.9,1.7,15.0,0.0,13.3,0,0
2022-02-27,12.2,4.4,19.4,0.0,14.999999999999998,0,0
2022-02-28,12.7,4.4,22.2,0.0,17.799999999999997,0,0
2022-03-01,12.6,6.1,18.3,0.0,12.200000000000001,0,0
2022-03-02,12.3,8.9,18.9,0.0,9.999999999999998,0,0
2022-03-03,11.5,8.3,13.9,1.0,5.6,1,0
2022-03-04,11.4,7.8,15.0,1.3,7.2,1,0
2022-03-05,9.7,5.0,14.4,0.0,9.4,0,0
2022-03-06,9.1,3.9,15.0,0.0,11.1,0,0
2022-03-07,11.2,2.8,21.1,0.0,18.3,0,0
2022-03-08,12.1,4.4,21.1,0.0,16.700000000000003,0,0
2022-03-09,11.7,5.6,17.8,0.0,12.200000000000001,0,0
2022-03-10,12.5,5.0,20.0,0.0,15.0,0,0
2022-03-11,11.6,3.3,20.6,0.0,17.3,0,0
2022-03-12,10.3,3.9,15.6,0.3,11.7,1,0
2022-03-13,13.0,9.4,16.7,0.8,7.299999999999999,1,0
2022-03-14,12.0,5.0,18.9,0.0,13.899999999999999,0,0
2022-03-15,14.3,10.6,17.8,3.0,7.200000000000001,1,0
2022-03-16,12.2,7.2,17.8,0.0,10.600000000000001,0,0
2022-03-17,11.7,8.9,15.6,0.0,6.699999999999999,0,0
2022-03-18,11.7,6.1,19.4,0.0,13.299999999999999,0,0
2022-03-19,12.0,10.0,14.4,0.3,4.4,1,0
2022-03-20,12.0,7.2,17.8,0.0,10.600000000000001,0,0
2022-03-21,12.6,6.7,18.9,0.0,12.2,0,0
2022-03-22,16.5,8.9,25.6,0.0,16.700000000000003,0,1
2022-03-23,12.4,8.9,16.1,0.0,7.200000000000001,0,0
2022-03-24,11.1,7.2,16.1,0.0,8.900000000000002,0,0
2022-03-25,11.4,8.9,16.1,0.0,7.200000000000001,0,0
2022-03-26,12.1,5.6,17.8,0.0,12.200000000000001,0,0
2022-03-27,13.6,10.0,18.3,4.1,8.3,1,0
2022-03-28,13.0,9.4,17.2,5.1,7.799999999999999,1,0
2022-03-29,12.1,10.6,15.0,0.0,4.4,0,0
2022-03-30,11.9,10.0,15.0,0.0,5.0,0,0
2022-03-31,12.4,8.3,17.8,0.0,9.5,0,0
2022-04-01,12.6,7.2,20.0,0.0,12.8,0,0
2022-04-02,14.1,7.8,21.1,0.0,13.3,0,0
2022-04-03,13.3,7.8,18.3,0.0,10.5,0,0
2022-04-04,13.8,8.9,18.3,0.0,9.4,0,0
2022-04-05,14.6,9.4,20.6,0.0,11.200000000000001,0,0
2022-04-06,16.5,7.8,26.7,0.0,18.9,0,1
2022-04-07,19.5,10.6,30.0,0.0,19.4,0,1
2022-04-08,16.7,11.7,22.2,0.0,10.5,0,0
2022-04-09,14.0,8.3,20.0,0.0,11.7,0,0
2022-04-10,14.9,10.6,20.0,0.0,9.4,0,0
2022-04-11,11.5,8.3,14.4,2.0,6.1,1,0
2022-04-12,10.6,7.8,15.0,0.0,7.2,0,0
2022-04-13,10.6,5.6,15.0,0.0,9.4,0,0
2022-04-14,12.6,10.6,15.0,1.3,4.4,1,0
2022-04-15,11.7,8.9,16.7,0.0,7.799999999999999,0,0
2022-04-16,13.0,8.9,15.6,10.4,6.699999999999999,1,0
2022-04-17,10.9,7.8,15.0,0.0,7.2,0,0
2022-04-18,12.7,6.1,19.4,0.0,13.299999999999999,0,0
2022-04-19,14.3,10.0,17.8,1.0,7.800000000000001,1,0
2022-04-20,14.5,10.0,19.4,3.0,9.399999999999999,1,0
2022-04-21,14.3,12.2,17.2,7.1,5.0,1,0
