geoid,neighbor
060750615033,060750615031
060750615033,060750615032
060750615081,060750607013
060750615081,060750615021
060750615081,060750615061
060750615081,060750615072
060750615081,060750615082
060750615081,060759902000
060750615082,060750615041
060750615082,060750615081
060750615082,060750615083
060750615041,060750615022
060750615041,060750615032
060750615041,060750615042
060750615041,060750615061
060750615041,060750615062
060750615041,060750615082
060750615041,060750615083
060750615032,060750615031
060750615032,060750615033
060750615032,060750615041
060750615032,060750615063
060750615042,060750615041
060750615042,060750615063
060750615031,060750178011
060750615031,060750615011
060750615031,060750615012
060750615031,060750615032
060750615031,060750615033
060750615031,060750615063
060750615031,060750615071
060750615063,060750615031
060750615063,060750615032
060750615063,060750615042
060750615063,060750615062
060750176022,060750125031
060750176022,060750125033
060750176022,060750176021
060750176022,060750176023
060750176022,060750176043
060750176023,060750117003
060750176023,060750125031
060750176023,060750176021
060750176023,060750176022
060750176023,060750178011
060750176023,060750178042
060750176023,060750615012
060750125023,060750125021
060750125023,060750125024
060750125023,060750125031
060750125023,060750125033
060750125031,060750117003
060750125031,060750125023
060750125031,060750125032
060750125031,060750125033
060750125031,060750176022
060750125031,060750176023
060750125021,060750123012
060750125021,060750125022
060750125021,060750125023
060750125021,060750125032
060750125032,060750117003
060750125032,060750123013
060750125032,060750125021
060750125032,060750125031
060750615012,060750117003
060750615012,060750176023
060750615012,060750178011
060750615012,060750615011
060750615012,060750615013
060750615012,060750615031
060750123013,060750117003
060750123013,060750123012
060750123013,060750123023
060750123013,060750123024
060750123013,060750125032
060750117003,060750117004
060750117003,060750121001
060750117003,060750123013
060750117003,060750123023
060750117003,060750125031
060750117003,060750125032
060750117003,060750176023
060750117003,060750615012
060750123023,060750117003
060750123023,060750121001
060750123023,060750121003
060750123023,060750123013
060750123023,060750123024
060750124031,060750122031
060750124031,060750124032
060750124031,060750124041
060750124031,060750124042
060750124031,060750124061
060750124042,060750122041
060750124042,060750124031
060750124042,060750124041
060750124042,060750125022
060750125022,060750123011
060750125022,060750124042
060750125022,060750125021
060750125022,060750125024
060750122031,060750122022
060750122031,060750122032
060750122031,060750122041
060750122031,060750124031
060750122041,060750122031
060750122041,060750122042
060750122041,060750123011
060750122041,060750124042
060750123011,060750122041
060750123011,060750123012
060750123011,060750123022
060750123011,060750125022
060750123012,060750123011
060750123012,060750123013
060750123012,060750123024
060750123012,060750125021
060750122042,060750122032
060750122042,060750122041
060750122042,060750122043
060750122042,060750123022
060750123022,060750122042
060750123022,060750123011
060750123022,060750123021
060750123022,060750123024
060750122032,060750120021
060750122032,060750122021
060750122032,060750122022
060750122032,060750122031
060750122032,060750122042
060750122032,060750122043
060750123024,060750121003
060750123024,060750123012
060750123024,060750123013
060750123024,060750123021
060750123024,060750123022
060750123024,060750123023
060750122043,060750120021
060750122043,060750122032
060750122043,060750122042
060750122043,060750123021
060750123021,060750121003
060750123021,060750122043
060750123021,060750123022
060750123021,060750123024
060750120021,060750120011
060750120021,060750120012
060750120021,060750120022
060750120021,060750121003
060750120021,060750122032
060750120021,060750122043
060750121003,060750120021
060750121003,060750121001
060750121003,060750121002
060750121003,060750123021
060750121003,060750123023
060750121003,060750123024
060750120012,060750111022
060750120012,060750120011
060750120012,060750120021
060750120012,060750121002
060750121002,060750119011
060750121002,060750120012
060750121002,060750121001
060750121002,060750121003
060750119011,060750111022
060750119011,060750119012
060750119011,060750119013
060750119011,060750119022
060750119011,060750121002
060750119013,060750111021
060750119013,060750112002
060750119013,060750119011
060750119013,060750119012
060750119012,060750112002
060750119012,060750119011
060750119012,060750119013
060750119012,060750119021
060750121001,060750117003
060750121001,060750117004
060750121001,060750119022
060750121001,060750121002
060750121001,060750121003
060750121001,060750123023
060750117004,060750117001
060750117004,060750117002
060750117004,060750117003
060750117004,060750119023
060750117004,060750121001
060750117004,060750615011
060750117004,060750615013
060750119022,060750119011
060750119022,060750119021
060750119022,060750119023
060750119022,060750121001
060750119023,060750117001
060750119023,060750117004
060750119023,060750119021
060750119023,060750119022
060750119021,060750112002
060750119021,060750113002
060750119021,060750117001
060750119021,060750119012
060750119021,060750119022
060750119021,060750119023
060750117001,060750117002
060750117001,060750117004
060750117001,060750118001
060750117001,060750119021
060750117001,060750119023
060750118001,060750113002
060750118001,060750117001
060750118001,060750117002
060750118001,060750611011
060750118001,060750611012
060750118001,060750611022
060750113002,060750112001
060750113002,060750112002
060750113002,060750113001
060750113002,060750118001
060750113002,060750119021
060750113002,060750611022
060750611022,060750113002
060750611022,060750118001
060750611022,060750611011
060750611022,060750611021
060750611012,060750105001
060750611012,060750105002
060750611012,060750105003
060750611012,060750106002
060750611012,060750117002
060750611012,060750118001
060750611012,060750611011
060750111013,060750111011
060750111013,060750111012
060750111013,060750111021
060750111013,060750112002
060750111012,060750110011
060750111012,060750111011
060750111012,060750111013
060750111012,060750112003
060750112002,060750111013
060750112002,060750112001
060750112002,060750112003
060750112002,060750112004
060750112002,060750113002
060750112002,060750119012
060750112002,060750119013
060750112002,060750119021
060750112004,060750112001
060750112004,060750112002
060750112004,060750112003
060750112003,060750108003
060750112003,060750110011
060750112003,060750111012
060750112003,060750112001
060750112003,060750112002
060750112003,060750112004
060750110011,060750108003
060750110011,060750110012
060750110011,060750110022
060750110011,060750110023
060750110011,060750111012
060750110011,060750112003
060750112001,060750108003
060750112001,060750112002
060750112001,060750112003
060750112001,060750112004
060750112001,060750113001
060750112001,060750113002
060750108003,060750108002
060750108003,060750110011
060750108003,060750112001
060750108003,060750112003
060750108003,060750113001
060750110022,060750108002
060750110022,060750109012
060750110022,060750110011
060750110022,060750110021
060750110022,060750110023
060750108002,060750107011
060750108002,060750108001
060750108002,060750108003
060750108002,060750110022
060750615062,060750615041
060750615062,060750615061
060750615062,060750615063
060750615062,060750615071
060750615013,060750117004
060750615013,060750615011
060750615013,060750615012
060750615061,060750615041
060750615061,060750615051
060750615061,060750615062
060750615061,060750615071
060750615061,060750615072
060750615061,060750615081
060750615051,060750615061
060750615051,060750615071
060750615072,060750615061
060750615072,060750615071
060750615072,060750615081
060750615072,060759902000
060750615011,060750117002
060750615011,060750117004
060750615011,060750615012
060750615011,060750615013
060750615011,060750615031
060750615011,060750615071
060750615071,060750105002
060750615071,060750117002
060750615071,060750615011
060750615071,060750615031
060750615071,060750615051
060750615071,060750615061
060750615071,060750615062
060750615071,060750615072
060750615071,060759902000
060750117002,060750105002
060750117002,060750117001
060750117002,060750117004
060750117002,060750118001
060750117002,060750611012
060750117002,060750615011
060750117002,060750615071
060750105003,060750105001
060750105003,060750105002
060750105003,060750611012
060750105002,060750105001
060750105002,060750105003
060750105002,060750117002
060750105002,060750611012
060750105002,060750615071
060750105002,060759902000
060750451003,060750401003
060750451003,060750451001
060750451003,060750451002
060750451003,060750452021
060750156001,060750154012
060750156001,060750156003
060750156001,060750157011
060750156001,060750157012
060750157011,060750154011
060750157011,060750154012
060750157011,060750156001
060750157011,060750157012
060750157011,060750157021
060750154012,060750154011
060750154012,060750154022
060750154012,060750156001
060750154012,060750156003
060750154012,060750157011
060750154012,060750401002
060750154012,060750401003
060750401003,060750154012
060750401003,060750401002
060750401003,060750401004
060750401003,060750402001
060750401003,060750451001
060750401003,060750451003
060750154011,060750153002
060750154011,060750154012
060750154011,060750154021
060750154011,060750155002
060750154011,060750157011
060750154011,060750157021
060750154011,060750158012
060750401002,060750154012
060750401002,060750154022
060750401002,060750401001
060750401002,060750401003
060750401002,060750401004
060750154022,060750133003
060750154022,060750133005
060750154022,060750154012
060750154022,060750154021
060750154022,060750401002
060750154021,060750133003
060750154021,060750134021
060750154021,060750153002
060750154021,060750154011
060750154021,060750154022
060750401004,060750401001
060750401004,060750401002
060750401004,060750401003
060750401004,060750402001
060750401004,060750601002
060750133005,060750133003
060750133005,060750133004
060750133005,060750154022
060750133005,060750401001
060750133003,060750133002
060750133003,060750133004
060750133003,060750133005
060750133003,060750134021
060750133003,060750154021
060750133003,060750154022
060750401001,060750133004
060750401001,060750133005
060750401001,060750401002
060750401001,060750401004
060750401001,060750601002
060750133002,060750133001
060750133002,060750133003
060750133002,060750133004
060750133002,060750134021
060750133004,060750133001
060750133004,060750133002
060750133004,060750133003
060750133004,060750133005
060750133004,060750401001
060750133004,060750601002
060750133001,060750132002
060750133001,060750133002
060750133001,060750133004
060750133001,060750134021
060750133001,060750601002
060750426012,060750426011
060750426012,060750426022
060750426012,060750426023
060750426012,060750427001
060750426012,060750428003
060750402001,060750401003
060750402001,060750401004
060750402001,060750402002
060750402001,060750402003
060750402001,060750402004
060750402001,060750452021
060750402001,060750601002
060750426022,060750402004
060750426022,060750426012
060750426022,060750426023
060750426022,060750428003
060750402004,060750402001
060750402004,060750402003
060750402004,060750426022
060750402004,060750428003
060750402004,060750601002
060750428003,060750402004
060750428003,060750426012
060750428003,060750426022
060750428003,060750428001
060750428003,060750601001
060750601001,060750428002
060750601001,060750428003
060750601001,060750601002
060750427001,060750426011
060750427001,060750426012
060750427001,060750427002
060750427001,060750427003
060750427001,060750428001
060750428001,060750427001
060750428001,060750427003
060750428001,060750428002
060750428001,060750428003
060759802001,060750427003
060759802001,060750428002
060759802001,060750478021
060759802001,060750479021
060759802001,060750479022
060759802001,060750479023
060759802001,060750479041
060750479041,060750479023
060750479041,060750479033
060750479041,060750479042
060750479041,060750601002
060750479041,060759802001
060750479041,060759803001
060750479041,060759901000
060750428002,060750427003
060750428002,060750428001
060750428002,060750601001
060750428002,060750601002
060750428002,060759802001
060750601002,060750127001
060750601002,060750127003
060750601002,060750128011
060750601002,060750128012
060750601002,060750128013
060750601002,060750132002
060750601002,060750133001
060750601002,060750133004
060750601002,060750401001
060750601002,060750401004
060750601002,060750402001
060750601002,060750402004
060750601002,060750428002
060750601002,060750479041
060750601002,060750601001
060750601002,060759902000
060750131011,060750110012
060750131011,060750131012
060750131011,060750131014
060750131011,060750131021
060750110012,060750110011
060750110012,060750110023
060750110012,060750111011
060750110012,060750131011
060750131014,060750110023
060750131014,060750131011
060750131014,060750131013
060750131014,060750131022
060750110023,060750110011
060750110023,060750110012
060750110023,060750110021
060750110023,060750110022
060750110023,060750131014
060750110021,060750109012
060750110021,060750109021
060750110021,060750110022
060750110021,060750110023
060750110021,060750131013
060750131013,060750109021
060750131013,060750110021
060750131013,060750130011
060750131013,060750131014
060750131013,060750131022
060750109021,060750109012
060750109021,060750109022
060750109021,060750110021
060750109021,060750130011
060750109021,060750131013
060750109012,060750108001
060750109012,060750109011
060750109012,060750109021
060750109012,060750110021
060750109012,060750110022
060750130011,060750109021
060750130011,060750109022
060750130011,060750129021
060750130011,060750130012
060750130011,060750131013
060750109022,060750102012
060750109022,060750109011
060750109022,060750109021
060750109022,060750130011
060750128021,060750126011
060750128021,060750126012
060750128021,060750128013
060750128021,060750128022
060750128021,060750129023
060750128021,060750130022
060750127003,060750126011
060750127003,060750127001
060750127003,060750127002
060750127003,060750128013
060750127003,060750601002
060750126011,060750126012
060750126011,060750127002
060750126011,060750127003
060750126011,060750128021
060750127002,060750126011
060750127002,060750126012
060750127002,060750127001
060750127002,060750127003
060750126012,060750126011
060750126012,060750126021
060750126012,060750126022
060750126012,060750127001
060750126012,060750127002
060750126012,060750128021
060750126012,060750129023
060750127001,060750126012
060750127001,060750126021
060750127001,060750127002
060750127001,060750127003
060750127001,060750601002
060750127001,060759902000
060750129023,060750126012
060750129023,060750126022
060750129023,060750128021
060750129023,060750129021
060750129023,060750129022
060750129023,060750130021
060750129023,060750130022
060750129011,060750102011
060750129011,060750129012
060750129011,060750129021
060750129011,060750129022
060750129022,060750126022
060750129022,060750129011
060750129022,060750129012
060750129022,060750129021
060750129022,060750129023
060750129012,060750102022
060750129012,060750126022
060750129012,060750129011
060750129012,060750129022
060750126022,060750102021
060750126022,060750102022
060750126022,060750126012
060750126022,060750126021
060750126022,060750129012
060750126022,060750129022
060750126022,060750129023
060750126021,060750102021
060750126021,060750126012
060750126021,060750126022
060750126021,060750127001
060750126021,060759902000
060750109011,060750102012
060750109011,060750103003
060750109011,060750109012
060750109011,060750109022
060750102012,060750102011
060750102012,060750103002
060750102012,060750109011
060750102012,060750109022
060750102012,060750129021
060750102011,060750102012
060750102011,060750102021
060750102011,060750102022
060750102011,060750103001
060750102011,060750129011
060750102022,060750102011
060750102022,060750102021
060750102022,060750126022
060750102022,060750129012
060750102021,060750101011
060750102021,060750102011
060750102021,060750102022
060750102021,060750103001
060750102021,060750126021
060750102021,060750126022
060750102021,060759902000
060750113001,060750107011
060750113001,060750108003
060750113001,060750112001
060750113001,060750113002
060750113001,060750611021
060750611011,060750107011
060750611011,060750118001
060750611011,060750611012
060750611011,060750611021
060750611011,060750611022
060750611021,060750107011
060750611021,060750113001
060750611021,060750611011
060750611021,060750611022
060750107011,060750106002
060750107011,060750107012
060750107011,060750108002
060750107011,060750113001
060750107011,060750611011
060750107011,060750611021
060750107012,060750106003
060750107012,060750107011
060750107012,060750107022
060750107012,060750108001
060750106002,060750104023
060750106002,060750105001
060750106002,060750106001
060750106002,060750106003
060750106002,060750107011
060750106002,060750611012
060750107022,060750106003
060750107022,060750107012
060750107022,060750107021
060750107022,060750108001
060750106003,060750104011
060750106003,060750104012
060750106003,060750106001
060750106003,060750106002
060750106003,060750107012
060750106003,060750107021
060750106003,060750107022
060750104023,060750104022
060750104023,060750105001
060750104023,060750106001
060750104023,060750106002
060750106001,060750104022
060750106001,060750104023
060750106001,060750106002
060750106001,060750106003
060750108001,060750103003
060750108001,060750107012
060750108001,060750107022
060750108001,060750108002
060750108001,060750109012
060750103003,060750103002
060750103003,060750107021
060750103003,060750108001
060750103003,060750109011
060750103002,060750102012
060750103002,060750103001
060750103002,060750103003
060750103002,060750107021
060750104011,060750101021
060750104011,060750103001
060750104011,060750104012
060750104011,060750106003
060750104011,060750107021
060750103001,060750101011
060750103001,060750101021
060750103001,060750102011
060750103001,060750102021
060750103001,060750103002
060750103001,060750104011
060750103001,060750107021
060750101021,060750101011
060750101021,060750101012
060750101021,060750103001
060750101021,060750104011
060750107021,060750103001
060750107021,060750103002
060750107021,060750103003
060750107021,060750104011
060750107021,060750106003
060750107021,060750107022
060750104022,060750104012
060750104022,060750104021
060750104022,060750104023
060750104022,060750105001
060750104022,060750106001
060750104012,060750101012
060750104012,060750104011
060750104012,060750104021
060750104012,060750104022
060750104012,060750106003
060750104021,060750101012
060750104021,060750104012
060750104021,060750104022
060750104021,060750105001
060750101012,060750101011
060750101012,060750101021
060750101012,060750104012
060750101012,060750104021
060750101012,060750105001
060750101011,060750101012
060750101011,060750101021
060750101011,060750102021
060750101011,060750103001
060750101011,060750105001
060750101011,060759902000
060750105001,060750101011
060750105001,060750101012
060750105001,060750104021
060750105001,060750104022
060750105001,060750104023
060750105001,060750105002
060750105001,060750105003
060750105001,060750106002
060750105001,060750611012
060750105001,060759902000
060759902000,060750101011
060759902000,060750102021
060759902000,060750105001
060759902000,060750105002
060759902000,060750126021
060759902000,060750127001
060759902000,060750179031
060759902000,060750226002
060759902000,060750231031
060759902000,060750231032
060759902000,060750601002
060759902000,060750607013
060759902000,060750615071
060759902000,060750615072
060759902000,060750615081
060759902000,060759806001
060759902000,060759809001
060750179031,060759902000
