geoid,neighbor
060750252002,060750252001
060750252002,060750252003
060750252002,060750252004
060750252002,060750253001
060750252001,060750209002
060750252001,060750229012
060750252001,060750229013
060750252001,060750229022
060750252001,060750251001
060750252001,060750252002
060750252001,060750253004
060750209002,060750209001
060750209002,060750209003
060750209002,060750229013
060750209002,060750252001
060750229013,060750209002
060750229013,060750229011
060750229013,060750229012
060750229013,060750252001
060750229012,060750229011
060750229012,060750229013
060750229012,060750229021
060750229012,060750229022
060750229012,060750252001
060750229011,060750209001
060750229011,060750228031
060750229011,060750229012
060750229011,060750229013
060750229011,060750229021
060750229031,060750228022
060750229031,060750228033
060750229031,060750229021
060750229031,060750229032
060750229031,060750229033
060750228033,060750228022
060750228033,060750228031
060750228033,060750228032
060750228033,060750229021
060750228033,060750229031
060750228032,060750228012
060750228032,060750228022
060750228032,060750228031
060750228032,060750228033
060750228022,060750227042
060750228022,060750228012
060750228022,060750228021
060750228022,060750228032
060750228022,060750228033
060750228022,060750229031
060750228022,060750229032
060750228022,060750614013
060750227042,060750227041
060750227042,060750227043
060750227042,060750228022
060750227042,060750614013
060750228012,060750228011
060750228012,060750228013
060750228012,060750228022
060750228012,060750228032
060750228021,060750177001
060750228021,060750227041
060750228021,060750228011
060750228021,060750228022
060750227041,060750177001
060750227041,060750227021
060750227041,060750227022
060750227041,060750227042
060750227041,060750227043
060750227041,060750228021
060750227041,060750607021
060750177001,060750177002
060750177001,060750180003
060750177001,060750180004
060750177001,060750227041
060750177001,060750228011
060750177001,060750228021
060750177001,060750607021
060750180003,060750177001
060750180003,060750180004
060750180003,060750607021
060750180003,060750607033
060750614013,060750227042
060750614013,060750227043
060750614013,060750228022
060750614013,060750614011
060750614013,060750614012
060750614013,060750614022
060750226001,060750226002
060750226001,060750614021
060750226001,060750614022
060750226001,060759809001
060750614021,060750226001
060750614021,060750227022
060750614021,060750227043
060750614021,060750614022
060750227043,060750227022
060750227043,060750227041
060750227043,060750227042
060750227043,060750614013
060750227043,060750614021
060750226002,060750226001
060750226002,060750227021
060750226002,060750227022
060750226002,060750607012
060750226002,060750607013
060750226002,060750607021
060750226002,060759809001
060750226002,060759902000
060750227022,060750226002
060750227022,060750227021
060750227022,060750227041
060750227022,060750227043
060750227022,060750614021
060750227021,060750226002
060750227021,060750227022
060750227021,060750227041
060750227021,060750607021
060750607021,060750177001
060750607021,060750180003
060750607021,060750226002
060750607021,060750227021
060750607021,060750227041
060750607021,060750607013
060750607021,060750607033
060750607012,060750226002
060750607012,060750607013
060750607033,060750180002
060750607033,060750180003
060750607033,060750607013
060750607033,060750607021
060750607033,060750607032
060750209001,060750208013
060750209001,060750209002
060750209001,060750209004
060750209001,060750228031
060750209001,060750229011
060750228031,060750208013
060750228031,060750209001
060750228031,060750228013
060750228031,060750228032
060750228031,060750228033
060750228031,060750229011
060750228013,060750208011
060750228013,060750208012
060750228013,060750228011
060750228013,060750228012
060750228013,060750228031
060750228011,060750177001
060750228011,060750177002
060750228011,060750208021
060750228011,060750208022
060750228011,060750228012
060750228011,060750228013
060750228011,060750228021
060750201022,060750177002
060750201022,060750201021
060750201022,060750201023
060750201022,060750208021
060750177002,060750124052
060750177002,060750176033
060750177002,060750176034
060750177002,060750177001
060750177002,060750178031
060750177002,060750178032
060750177002,060750201011
060750177002,060750201012
060750177002,060750201021
060750177002,060750201022
060750177002,060750228011
060750178031,060750176031
060750178031,060750176033
060750178031,060750177002
060750178031,060750178032
060750178031,060750178041
060750176033,060750124053
060750176033,060750176031
060750176033,060750176034
060750176033,060750177002
060750176033,060750178031
060750176034,060750124052
060750176034,060750176033
060750176034,060750177002
060750176031,060750124051
060750176031,060750176032
060750176031,060750176033
060750176031,060750176042
060750176031,060750178031
060750306003,060750304001
060750306003,060750306001
060750306003,060750306002
060750306003,060750308001
060750306001,060750304001
060750306001,060750305003
060750306001,060750306002
060750306001,060750306003
060750304001,060750301021
060750304001,060750303013
060750304001,060750303022
060750304001,060750304002
060750304001,060750305003
060750304001,060750306001
060750304001,060750306003
060750304001,060750308001
060750304001,060750308005
060750204021,060750204022
060750204021,060750204024
060750204021,060750213002
060750204021,060750216002
060750204021,060750217001
060750204021,060750305001
060750204021,060750305003
060750305003,060750204021
060750305003,060750217001
060750305003,060750301021
060750305003,060750304001
060750305003,060750305001
060750305003,060750305002
060750305003,060750306001
060750305002,060750305001
060750305002,060750305003
060750305001,060750204012
060750305001,060750204021
060750305001,060750204022
060750305001,060750301021
060750305001,060750301022
060750305001,060750301023
060750305001,060750301024
060750305001,060750305002
060750305001,060750305003
060750204022,060750204012
060750204022,060750204021
060750204022,060750204024
060750204022,060750305001
060750301021,060750301014
060750301021,060750301023
060750301021,060750303012
060750301021,060750303013
060750301021,060750304001
060750301021,060750305001
060750301021,060750305003
060750301023,060750301011
060750301023,060750301012
060750301023,060750301014
060750301023,060750301021
060750301023,060750301024
060750301023,060750305001
060750329021,060750327005
060750329021,060750327006
060750329021,060750328023
060750329021,060750329022
060750329021,060750351023
060750352013,060750351022
060750352013,060750352012
060750352013,060750352014
060750352013,060750352015
060750351022,060750327006
060750351022,060750351021
060750351022,060750351023
060750351022,060750352013
060750352012,060750351024
060750352012,060750352011
060750352012,060750352013
060750352012,060750352014
060750352012,060750352015
060750352012,060750352021
060750352012,060750352022
060750352012,060750352023
060750352012,060750354001
060750352012,060750354002
060750352012,060759803001
060750352012,060759901000
060750327005,060750326021
060750327005,060750327004
060750327005,060750327006
060750327005,060750329021
060750352014,060750351021
060750352014,060750352012
060750352014,060750352013
060750352014,060750352023
060750351021,060750327006
060750351021,060750351013
060750351021,060750351022
060750351021,060750352014
060750327006,060750327003
060750327006,060750327004
060750327006,060750327005
060750327006,060750327007
060750327006,060750329021
060750327006,060750351021
060750327006,060750351022
060750327004,060750326021
060750327004,060750327003
060750327004,060750327005
060750327004,060750327006
060750352023,060750351013
060750352023,060750352012
060750352023,060750352014
060750352023,060750352022
060750326023,060750303011
060750326023,060750326021
060750326023,060750326022
060750326023,060750328022
060750326023,060750328023
060750303011,060750302013
060750303011,060750302023
060750303011,060750303012
060750303011,060750303014
060750303011,060750303021
060750303011,060750326013
060750303011,060750326022
060750303011,060750326023
060750303012,060750301014
060750303012,060750301021
060750303012,060750302023
060750303012,060750303011
060750303012,060750303013
060750303012,060750303014
060750326022,060750303011
060750326022,060750326013
060750326022,060750326021
060750326022,060750326023
060750326013,060750302013
060750326013,060750303011
060750326013,060750326012
060750326013,060750326021
060750326013,060750326022
060750302013,060750302012
060750302013,060750302023
060750302013,060750303011
060750302013,060750326013
060750302023,060750301014
060750302023,060750302013
060750302023,060750302022
060750302023,060750303011
060750302023,060750303012
060750326012,060750302012
060750326012,060750326011
060750326012,060750326013
060750326012,060750326021
060750302012,060750302011
060750302012,060750302013
060750302012,060750302022
060750302012,060750326012
060750302022,060750301014
060750302022,060750302012
060750302022,060750302021
060750302022,060750302023
060750351013,060750327007
060750351013,060750351012
060750351013,060750351021
060750351013,060750352023
060750327003,060750326021
060750327003,060750327002
060750327003,060750327004
060750327003,060750327006
060750326021,060750326011
060750326021,060750326012
060750326021,060750326013
060750326021,060750326022
060750326021,060750326023
060750326021,060750327001
060750326021,060750327002
060750326021,060750327003
060750326021,060750327004
060750326021,060750327005
060750326021,060750328023
060750326021,060759803001
060759901000,060750352012
060759901000,060750354001
060759901000,060750479041
060759901000,060750604002
060759901000,060759803001
060750352022,060750351012
060750352022,060750352012
060750352022,060750352021
060750352022,060750352023
060750351012,060750327007
060750351012,060750351011
060750351012,060750351013
060750351012,060750352022
060750327007,060750327001
060750327007,060750327002
060750327007,060750327006
060750327007,060750351011
060750327007,060750351012
060750327007,060750351013
060750327007,060759803001
060750327002,060750326021
060750327002,060750327001
060750327002,060750327003
060750327002,060750327007
060750352021,060750351011
060750352021,060750352012
060750352021,060750352022
060750352021,060759803001
060750351011,060750327007
060750351011,060750351012
060750351011,060750352021
060750351011,060759803001
060750301022,060750171012
060750301022,060750171022
060750301022,060750204011
060750301022,060750204012
060750301022,060750301024
060750301022,060750305001
060750301024,060750171021
060750301024,060750171022
060750301024,060750301011
060750301024,060750301022
060750301024,060750301023
060750301024,060750305001
060750301014,060750301012
060750301014,060750301013
060750301014,060750301021
060750301014,060750301023
060750301014,060750302022
060750301014,060750302023
060750301014,060750303012
060750171022,060750171012
060750171022,060750171021
060750171022,060750301022
060750171022,060750301024
060750171012,060750170002
060750171012,060750171011
060750171012,060750171021
060750171012,060750171022
060750171012,060750204011
060750171012,060750301022
060750301012,060750301011
060750301012,060750301013
060750301012,060750301014
060750301012,060750301023
060750301012,060759803001
060750301011,060750171021
060750301011,060750171023
060750301011,060750301012
060750301011,060750301023
060750301011,060750301024
060750301011,060759803001
060750301013,060750301012
060750301013,060750301014
060750301013,060750302021
060750301013,060759803001
060750171021,060750171011
060750171021,060750171012
060750171021,060750171022
060750171021,060750171023
060750171021,060750301011
060750171021,060750301024
060750171023,060750166021
060750171023,060750171013
060750171023,060750171021
060750171023,060750301011
060750171023,060759803001
060750327001,060750326021
060750327001,060750327002
060750327001,060750327007
060750327001,060759803001
060750479042,060750478022
060750479042,060750479031
060750479042,060750479032
060750479042,060750479041
060750479042,060759803001
060750478011,060750477023
060750478011,060750478012
060750478011,060750478013
060750478011,060750478022
060750478011,060759803001
060750477023,060750477021
060750477023,060750477022
060750477023,060750478011
060750477023,060759803001
060750478022,060750478011
060750478022,060750478012
060750478022,060750478023
060750478022,060750479031
060750478022,060750479042
060750478022,060759803001
060750479033,060750479023
060750479033,060750479032
060750479033,060750479041
060750477021,060750477013
060750477021,060750477022
060750477021,060750477023
060750477021,060750478013
060750479032,060750479021
060750479032,060750479031
060750479032,060750479033
060750479032,060750479042
060750479031,060750478022
060750479031,060750478023
060750479031,060750479022
060750479031,060750479032
060750479031,060750479042
060750478012,060750478011
060750478012,060750478013
060750478012,060750478022
060750478012,060750478023
060750326011,060750302011
060750326011,060750326012
060750326011,060750326021
060750326011,060759803001
060750302011,060750302012
060750302011,060750302021
060750302011,060750326011
060750302011,060759803001
060750302021,060750301013
060750302021,060750302011
060750302021,060750302022
060750302021,060759803001
060759803001,060750156002
060759803001,060750164001
060759803001,060750165001
060759803001,060750165002
060759803001,060750165003
060759803001,060750165004
060759803001,060750166011
060759803001,060750166012
060759803001,060750166021
060759803001,060750171023
060759803001,060750301011
060759803001,060750301012
060759803001,060750301013
060759803001,060750302011
060759803001,060750302021
060759803001,060750326011
060759803001,060750326021
060759803001,060750327001
060759803001,060750327007
060759803001,060750351011
060759803001,060750352012
060759803001,060750352021
060759803001,060750451001
060759803001,060750451002
060759803001,060750452011
060759803001,060750452022
060759803001,060750476004
060759803001,060750477022
060759803001,060750477023
060759803001,060750478011
060759803001,060750478022
060759803001,060750479041
060759803001,060750479042
060759803001,060759901000
060750476004,060750452011
060750476004,060750476003
060750476004,060750477022
060750476004,060759803001
060750477022,060750476003
060750477022,060750476004
060750477022,060750477012
060750477022,060750477021
060750477022,060750477023
060750477022,060759803001
060750452011,060750452012
060750452011,060750452013
060750452011,060750452022
060750452011,060750476003
060750452011,060750476004
060750452011,060759803001
060750452022,060750451002
060750452022,060750452011
060750452022,060750452012
060750452022,060750452021
060750452022,060759803001
060750476003,060750452011
060750476003,060750476002
060750476003,060750476004
060750476003,060750477022
060750452012,060750452011
060750452012,060750452013
060750452012,060750452021
060750452012,060750452022
060750166021,060750166012
060750166021,060750171023
060750166021,060759803001
060750166012,060750166011
060750166012,060750166021
060750166012,060750167003
060750166012,060750171013
060750166012,060759803001
060750165004,060750157012
060750165004,060750165003
060750165004,060759803001
060750165003,060750157012
060750165003,060750165002
060750165003,060750165004
060750165003,060759803001
060750165002,060750157012
060750165002,060750157022
060750165002,060750165001
060750165002,060750165003
060750165002,060759803001
060750451002,060750451001
060750451002,060750451003
060750451002,060750452022
060750451002,060759803001
060750156002,060750156003
060750156002,060750157012
060750156002,060750451001
060750156002,060759803001
060750157012,060750156001
060750157012,060750156002
060750157012,060750157011
060750157012,060750157022
060750157012,060750165002
060750157012,060750165003
060750157012,060750165004
060750451001,060750156002
060750451001,060750156003
060750451001,060750401003
060750451001,060750451002
060750451001,060750451003
060750451001,060759803001
060750156003,060750154012
060750156003,060750156001
060750156003,060750156002
060750156003,060750451001
060750478013,060750427002
060750478013,060750427003
060750478013,060750477011
060750478013,060750477013
060750478013,060750477021
060750478013,060750478011
060750478013,060750478012
060750478013,060750478023
060750477013,060750477011
060750477013,060750477012
060750477013,060750477021
060750477013,060750478013
060750478023,060750478012
060750478023,060750478013
060750478023,060750478021
060750478023,060750478022
060750478023,060750479022
060750478023,060750479031
060750479023,060750479021
060750479023,060750479033
060750479023,060750479041
060750479023,060759802001
060750477011,060750426011
060750477011,060750427002
060750477011,060750477012
060750477011,060750477013
060750477011,060750478013
060750479021,060750479022
060750479021,060750479023
060750479021,060750479032
060750479021,060759802001
060750479022,060750478021
060750479022,060750478023
060750479022,060750479021
060750479022,060750479031
060750479022,060759802001
060750478021,060750427003
060750478021,060750478023
060750478021,060750479022
060750478021,060759802001
060750427002,060750426011
060750427002,060750427001
060750427002,060750427003
060750427002,060750477011
060750427002,060750478013
060750427003,060750427001
060750427003,060750427002
060750427003,060750428001
060750427003,060750428002
060750427003,060750478013
060750427003,060750478021
060750427003,060759802001
060750476002,060750452013
060750476002,060750476001
060750476002,060750476003
060750476002,060750477012
060750477012,060750426011
060750477012,060750476001
060750477012,060750476002
060750477012,060750477011
060750477012,060750477013
060750477012,060750477022
060750452013,060750402002
060750452013,060750452011
060750452013,060750452012
060750452013,060750452021
060750452013,060750476001
060750452013,060750476002
060750452021,060750402001
060750452021,060750402002
060750452021,060750451003
060750452021,060750452012
060750452021,060750452013
060750452021,060750452022
060750476001,060750426011
060750476001,060750426021
060750476001,060750452013
060750476001,060750476002
060750476001,060750477012
060750426021,060750402002
060750426021,060750426011
060750426021,060750426023
060750426021,060750476001
060750402002,060750402001
060750402002,060750402003
060750402002,060750426021
060750402002,060750452013
060750402002,060750452021
060750426011,060750426012
060750426011,060750426021
060750426011,060750427001
060750426011,060750427002
060750426011,060750476001
060750426011,060750477011
060750426011,060750477012
060750426023,060750402003
060750426023,060750426012
060750426023,060750426021
060750426023,060750426022
060750402003,060750402001
060750402003,060750402002
060750402003,060750402004
060750402003,060750426023
060750206011,060750205002
060750206011,060750206012
060750206011,060750206021
060750206011,060750206022
060750206011,060750207012
060750206011,060750207022
060750206012,060750203002
060750206012,060750203003
060750206012,060750205001
060750206012,060750206011
060750206012,060750207021
060750203002,060750202012
060750203002,060750203001
060750203002,060750203003
060750203002,060750206012
060750203003,060750169001
060750203003,060750169002
060750203003,060750203001
060750203003,060750203002
060750203003,060750205001
060750203003,060750206012
060750169001,060750167002
060750169001,060750169002
060750169001,060750169003
060750169001,060750170001
060750169001,060750170003
060750169001,060750170004
060750169001,060750203003
060750203001,060750169002
060750203001,060750202011
060750203001,060750202021
060750203001,060750202022
060750203001,060750202023
060750203001,060750203002
060750203001,060750203003
060750169003,060750167002
060750169003,060750168012
060750169003,060750169001
060750169003,060750169002
060750169002,060750168012
060750169002,060750168013
060750169002,060750169001
060750169002,060750169003
060750169002,060750202021
060750169002,060750203001
060750169002,060750203003
060750168012,060750167002
060750168012,060750168011
060750168012,060750168013
060750168012,060750169002
060750168012,060750169003
060750168013,060750168011
060750168013,060750168012
060750168013,060750168022
060750168013,060750168023
060750168013,060750169002
060750168013,060750202021
060750202012,060750201023
060750202012,060750202011
060750202012,060750203002
060750202012,060750207021
060750201023,060750201021
060750201023,060750201022
060750201023,060750202012
060750201023,060750208021
060750202011,060750201021
060750202011,060750202012
060750202011,060750202022
060750202011,060750203001
060750201021,060750177002
060750201021,060750201012
060750201021,060750201022
060750201021,060750201023
060750201021,060750202011
060750202022,060750201012
060750202022,060750202011
060750202022,060750202023
060750202022,060750203001
060750202023,060750201012
060750202023,060750202021
060750202023,060750202022
060750202023,060750203001
060750201012,060750177002
060750201012,060750201011
060750201012,060750201021
060750201012,060750202021
060750201012,060750202022
060750201012,060750202023
060750202021,060750168013
060750202021,060750168021
060750202021,060750168023
060750202021,060750169002
060750202021,060750201011
060750202021,060750201012
060750202021,060750202023
060750202021,060750203001
060750201011,060750168021
060750201011,060750177002
060750201011,060750201012
060750201011,060750202021
060750168023,060750168013
060750168023,060750168021
060750168023,060750168022
060750168023,060750202021
060750171013,060750166012
060750171013,060750167003
060750171013,060750171011
060750171013,060750171023
060750167003,060750166011
060750167003,060750166012
060750167003,060750167001
060750167003,060750167002
060750167003,060750167004
060750167003,060750170001
060750167003,060750170004
060750167003,060750171011
060750167003,060750171013
060750167002,060750167001
060750167002,060750167003
060750167002,060750168012
060750167002,060750169001
060750167002,060750169003
060750167002,060750170001
060750166011,060750166012
060750166011,060750167003
060750166011,060750167004
060750166011,060759803001
060750167004,060750164001
060750167004,060750164002
060750167004,060750166011
060750167004,060750167001
060750167004,060750167003
060750164001,060750158022
060750164001,060750164002
060750164001,060750165001
060750164001,060750167004
060750164001,060759803001
060750165001,060750157022
060750165001,060750164001
060750165001,060750165002
060750165001,060759803001
060750164002,060750158022
060750164002,060750164001
060750164002,060750164003
060750164002,060750167004
060750164003,060750158022
060750164003,060750163003
060750164003,060750164002
060750164003,060750167001
060750157022,060750157012
060750157022,060750157021
060750157022,060750158022
060750157022,060750165001
060750157022,060750165002
060750167001,060750164003
060750167001,060750167002
060750167001,060750167003
060750167001,060750167004
060750167001,060750168011
060750168011,060750163003
060750168011,060750167001
060750168011,060750168012
060750168011,060750168013
060750168011,060750168022
060750168022,060750163002
060750168022,060750163004
060750168022,060750168011
060750168022,060750168013
060750168022,060750168021
060750168022,060750168023
060750163002,060750162003
060750163002,060750163001
060750163002,060750163004
060750163002,060750168022
060750163003,060750161011
060750163003,060750163004
060750163003,060750164003
060750163003,060750168011
060750163004,060750161011
060750163004,060750163001
060750163004,060750163002
060750163004,060750163003
060750163004,060750168022
060750163001,060750161022
060750163001,060750162003
060750163001,060750163002
060750163001,060750163004
060750161011,060750158013
060750161011,060750158022
060750161011,060750161012
060750161011,060750161022
060750161011,060750163003
060750161011,060750163004
060750161022,060750159002
060750161022,060750161011
060750161022,060750161012
060750161022,060750161021
060750161022,060750163001
060750161012,060750158013
060750161012,060750159003
060750161012,060750159004
060750161012,060750161011
060750161012,060750161022
060750168021,060750124052
060750168021,060750162002
060750168021,060750162003
060750168021,060750168022
060750168021,060750168023
060750168021,060750201011
060750168021,060750202021
060750162002,060750124052
060750162002,060750162001
060750162002,060750162003
060750162002,060750168021
060750162003,060750161021
060750162003,060750162001
060750162003,060750162002
060750162003,060750163001
060750162003,060750163002
060750162003,060750168021
060750124052,060750124053
060750124052,060750162001
060750124052,060750162002
060750124052,060750168021
060750124052,060750176034
060750124052,060750177002
060750162001,060750124052
060750162001,060750124053
060750162001,060750160001
060750162001,060750160002
060750162001,060750161021
060750162001,060750162002
060750162001,060750162003
060750161021,060750159001
060750161021,060750160001
060750161021,060750161022
060750161021,060750162001
060750161021,060750162003
060750160002,060750122022
060750160002,060750124053
060750160002,060750124062
060750160002,060750151001
060750160002,060750160001
060750160002,060750162001
060750160001,060750151001
060750160001,060750159001
060750160001,060750160002
060750160001,060750161021
060750160001,060750162001
060750124062,060750122022
060750124062,060750124053
060750124062,060750124061
060750124062,060750160002
060750122022,060750120022
060750122022,060750122021
060750122022,060750122031
060750122022,060750122032
060750122022,060750124061
060750122022,060750124062
060750122022,060750151001
060750122022,060750160002
060750158022,060750157022
060750158022,060750158013
060750158022,060750158021
060750158022,060750161011
060750158022,060750164001
060750158022,060750164002
060750158022,060750164003
060750158021,060750157021
060750158021,060750158012
060750158021,060750158013
060750158021,060750158022
060750158013,060750158011
060750158013,060750158012
060750158013,060750158021
060750158013,060750158022
060750158013,060750161011
060750158013,060750161012
060750157021,060750154011
060750157021,060750157011
060750157021,060750157022
060750157021,060750158012
060750157021,060750158021
060750158012,060750154011
060750158012,060750155002
060750158012,060750157021
060750158012,060750158011
060750158012,060750158013
060750158012,060750158021
060750158011,060750155001
060750158011,060750158012
060750158011,060750158013
060750158011,060750159003
060750158011,060750159004
060750155002,060750153002
060750155002,060750154011
060750155002,060750155001
060750155002,060750158012
060750155001,060750152022
060750155001,060750153001
060750155001,060750153002
060750155001,060750155002
060750155001,060750155004
060750155001,060750158011
060750155001,060750159004
060750153002,060750134021
060750153002,060750153001
060750153002,060750154011
060750153002,060750154021
060750153002,060750155001
060750153002,060750155002
060750153001,060750134011
060750153001,060750134012
060750153001,060750152022
060750153001,060750153002
060750153001,060750155001
060750159003,060750158011
060750159003,060750159004
060750159003,060750161012
060750159004,060750155001
060750159004,060750158011
060750159004,060750159002
060750159004,060750159003
060750159004,060750161012
060750159002,060750155004
060750159002,060750159001
060750159002,060750159004
060750159002,060750161022
060750159001,060750151001
060750159001,060750155004
060750159001,060750159002
060750159001,060750160001
060750159001,060750161021
060750155004,060750151001
060750155004,060750152021
060750155004,060750155001
060750155004,060750155003
060750155004,060750159001
060750155004,060750159002
060750155003,060750151001
060750155003,060750152012
060750155003,060750155004
060750152012,060750151003
060750152012,060750152011
060750152012,060750152021
060750152012,060750155003
060750152022,060750135003
060750152022,060750152021
060750152022,060750153001
060750152022,060750155001
060750152021,060750135002
060750152021,060750152011
060750152021,060750152012
060750152021,060750152022
060750152021,060750155004
060750152011,060750131021
060750152011,060750151002
060750152011,060750151003
060750152011,060750152012
060750152011,060750152021
060750151001,060750120022
060750151001,060750122022
060750151001,060750151003
060750151001,060750155003
060750151001,060750155004
060750151001,060750159001
060750151001,060750160001
060750151001,060750160002
060750122021,060750120022
060750122021,060750122022
060750122021,060750122032
060750120022,060750120011
060750120022,060750120021
060750120022,060750122021
060750120022,060750122022
060750120022,060750151001
060750151003,060750111022
060750151003,060750120011
060750151003,060750151001
060750151003,060750151002
060750151003,060750152011
060750151003,060750152012
060750120011,060750111022
060750120011,060750120012
060750120011,060750120021
060750120011,060750120022
060750120011,060750151003
060750111022,060750111021
060750111022,060750119011
060750111022,060750120011
060750111022,060750120012
060750111022,060750151002
060750111022,060750151003
060750151002,060750111021
060750151002,060750111022
060750151002,060750131021
060750151002,060750151003
060750151002,060750152011
060750111021,060750111011
060750111021,060750111013
060750111021,060750111022
060750111021,060750119013
060750111021,060750151002
060750111011,060750110012
060750111011,060750111012
060750111011,060750111013
060750111011,060750111021
060750111011,060750131012
060750111011,060750131021
060750131012,060750111011
060750131012,060750131011
060750131012,060750131021
060750134021,060750132002
060750134021,060750133001
060750134021,060750133002
060750134021,060750133003
060750134021,060750134011
060750134021,060750153002
060750134021,060750154021
060750134011,060750132002
060750134011,060750134012
060750134011,060750134021
060750134011,060750153001
060750134012,060750132001
060750134012,060750132002
060750134012,060750134011
060750134012,060750135001
060750134012,060750135003
060750134012,060750153001
060750132002,060750128011
060750132002,060750128022
060750132002,060750132001
060750132002,060750133001
060750132002,060750134011
060750132002,060750134012
060750132002,060750134021
060750132002,060750601002
060750132001,060750128022
060750132001,060750130022
060750132001,060750132002
060750132001,060750132003
060750132001,060750134012
060750132001,060750135001
060750128011,060750128012
060750128011,060750128022
060750128011,060750132002
060750128011,060750601002
060750130022,060750128021
060750130022,060750128022
060750130022,060750129023
060750130022,060750130021
060750130022,060750132001
060750130022,060750132003
060750128022,060750128011
060750128022,060750128012
060750128022,060750128021
060750128022,060750130022
060750128022,060750132001
060750128022,060750132002
060750128012,060750128011
060750128012,060750128013
060750128012,060750128022
060750128012,060750601002
060750128013,060750127003
060750128013,060750128012
060750128013,060750128021
060750128013,060750601002
060750135003,060750134012
060750135003,060750135001
060750135003,060750135002
060750135003,060750152022
060750135002,060750131021
060750135002,060750135001
060750135002,060750135003
060750135002,060750152021
060750131021,060750111011
060750131021,060750131011
060750131021,060750131012
060750131021,060750131022
060750131021,060750135001
060750131021,060750135002
060750131021,060750151002
060750131021,060750152011
060750135001,060750131021
060750135001,060750132001
060750135001,060750132003
060750135001,060750132004
060750135001,060750134012
060750135001,060750135002
060750135001,060750135003
060750132003,060750130022
060750132003,060750132001
060750132003,060750132004
060750132003,060750135001
060750132004,060750130021
060750132004,060750131022
060750132004,060750132003
060750132004,060750135001
060750131022,060750130012
060750131022,060750131013
060750131022,060750131014
060750131022,060750131021
060750131022,060750132004
060750130021,060750129021
060750130021,060750129023
060750130021,060750130012
060750130021,060750130022
060750130021,060750132004
060750130012,060750129021
060750130012,060750130011
060750130012,060750130021
060750130012,060750131022
060750129021,060750102012
060750129021,060750129011
060750129021,060750129022
060750129021,060750129023
060750129021,060750130011
060750129021,060750130012
060750129021,060750130021
060750607013,060750226002
060750607013,060750607011
060750607013,060750607012
060750607013,060750607021
060750607013,060750607031
060750607013,060750607032
060750607013,060750607033
060750607013,060750615081
060750607013,060759902000
060750607032,060750180002
060750607032,060750607013
060750607032,060750607031
060750607032,060750607033
060750607031,060750180001
060750607031,060750607011
060750607031,060750607013
060750607031,060750607032
060750180002,060750178012
060750180002,060750178013
060750180002,060750178044
060750180002,060750180001
060750180002,060750180004
060750180002,060750607032
060750180002,060750607033
060750180002,060750615022
060750180001,060750180002
060750180001,060750607031
060750180001,060750615022
060750607011,060750607013
060750607011,060750607031
060750607011,060750615021
060750607011,060750615022
060750178012,060750178011
060750178012,060750178013
060750178012,060750178044
060750178012,060750180002
060750615022,060750180001
060750615022,060750180002
060750615022,060750607011
060750615022,060750615021
060750615022,060750615033
060750615022,060750615041
060750615022,060750615083
060750615021,060750607011
060750615021,060750615022
060750615021,060750615081
060750615021,060750615083
060750178013,060750178011
060750178013,060750178012
060750178013,060750180002
060750178013,060750615033
060750178032,060750177002
060750178032,060750178031
060750178032,060750178043
060750178032,060750180004
060750180004,060750177001
060750180004,060750178032
060750180004,060750178043
060750180004,060750180002
060750180004,060750180003
060750178043,060750178032
060750178043,060750178041
060750178043,060750178044
060750178043,060750180004
060750178041,060750176021
060750178041,060750176032
060750178041,060750178031
060750178041,060750178042
060750178041,060750178043
060750176032,060750176021
060750176032,060750176031
060750176032,060750176041
060750176032,060750176042
060750176032,060750178041
060750178044,060750178012
060750178044,060750178042
060750178044,060750178043
060750178044,060750180002
060750176021,060750176022
060750176021,060750176023
060750176021,060750176032
060750176021,060750176043
060750176021,060750178041
060750178042,060750176023
060750178042,060750178011
060750178042,060750178041
060750178042,060750178044
060750176043,060750125033
060750176043,060750125041
060750176043,060750176021
060750176043,060750176022
060750176043,060750176041
060750176043,060750176042
060750125033,060750124043
060750125033,060750125023
060750125033,060750125024
060750125033,060750125031
060750125033,060750125041
060750125033,060750176022
060750125033,060750176043
060750176042,060750124051
060750176042,060750125041
060750176042,060750176031
060750176042,060750176032
060750176042,060750176041
060750176042,060750176043
060750176041,060750176032
060750176041,060750176042
060750176041,060750176043
060750124053,060750124032
060750124053,060750124051
060750124053,060750124052
060750124053,060750124061
060750124053,060750124062
060750124053,060750160002
060750124053,060750162001
060750124053,060750176033
060750124051,060750124032
060750124051,060750124043
060750124051,060750124053
060750124051,060750125041
060750124051,060750176031
060750124051,060750176042
060750125041,060750124051
060750125041,060750125033
060750125041,060750176042
060750125041,060750176043
060750124032,060750124031
060750124032,060750124043
060750124032,060750124051
060750124032,060750124053
060750124043,060750124032
060750124043,060750124041
060750124043,060750124051
060750124043,060750125033
060750124041,060750124031
060750124041,060750124042
060750124041,060750124043
060750124041,060750125024
060750124061,060750122022
060750124061,060750124031
060750124061,060750124053
060750124061,060750124062
060750125024,060750124041
060750125024,060750125022
060750125024,060750125023
060750125024,060750125033
060750178011,060750176023
060750178011,060750178012
060750178011,060750178013
060750178011,060750178042
060750178011,060750615012
060750178011,060750615031
060750615083,060750615021
060750615083,060750615022
060750615083,060750615041
060750615083,060750615082
060750615033,060750178013
060750615033,060750615022
